customer_id,segment,region,acquisition_channel,plan_type,tenure_days,current_mrr,avg_monthly_revenue,lifetime_revenue,recent_sessions_30d,recent_sessions_90d,usage_trend,feature_adoption_score_recent,support_tickets_30d,support_tickets_90d,nps_score_recent,failed_payments_90d,payment_failure_flag,renewal_near_flag,contraction_flag,churn_flag,at_risk_flag
C002863,Mid-Market,APAC,Organic,Enterprise,245,1317.64,1338.32,16059.79,334,831,5.3,100.0,3,9,46.4615,0,0,0,0,0,0
C002864,SMB,LATAM,Affiliate,Pro,475,0.0,580.56,13933.37,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002865,SMB,North America,Outbound,Basic,1389,55.13,55.06,2477.72,38,148,-2.9,46.8225,4,9,11.8462,0,0,1,0,0,0
C002866,SMB,APAC,Organic,Growth,1455,139.18,141.32,6783.4,34,102,-0.5,54.8175,1,6,22.25,0,0,1,0,0,0
C002867,Startup,Europe,Partner,Basic,1029,58.04,58.46,1987.71,24,65,1.55,35.98,2,4,17.1538,0,0,1,0,0,0
C002868,SMB,North America,Organic,Pro,1280,452.22,462.08,22179.84,129,402,-2.25,86.6575,2,8,32.5,0,0,0,0,0,0
C002869,SMB,Europe,Referral,Growth,205,87.09,87.68,613.75,45,118,3.85,60.51,3,7,24.8462,0,0,1,0,0,0
C002870,SMB,LATAM,Referral,Growth,1200,177.75,177.84,6935.63,78,214,3.3,68.7375,2,3,24.3077,0,0,1,0,0,0
C002871,SMB,North America,Affiliate,Basic,1089,53.96,54.11,1947.97,26,89,0.25,40.72,2,8,14.0769,0,0,1,0,0,0
C002872,Enterprise,Europe,Partner,Pro,29,524.45,512.09,6145.06,111,111,22.2,87.032,1,1,28.6,0,0,0,0,0,0
C002873,Mid-Market,LATAM,Partner,Growth,195,0.0,157.84,947.03,0,9,0.0,0.0,0,0,-19.5,1,1,0,1,1,0
C002874,Enterprise,North America,Paid Search,Enterprise,1184,1148.3,1166.39,55986.6,172,423,4.9,100.0,0,2,43.9231,0,0,0,0,0,0
C002875,Startup,APAC,Affiliate,Basic,928,81.54,81.7,2451.12,36,130,-2.25,38.87,3,5,17.1538,0,0,1,0,0,0
C002876,Mid-Market,North America,Referral,Pro,723,575.44,573.0,13751.95,178,606,-3.7,93.725,1,3,33.3077,0,0,1,0,0,0
C002877,Enterprise,Europe,Organic,Enterprise,505,3017.11,3052.32,73255.65,215,573,1.0,100.0,0,3,37.7692,0,0,0,1,0,1
C002878,SMB,Europe,Outbound,Basic,97,68.71,67.63,405.76,22,56,1.0,42.5325,1,2,16.3333,0,0,0,0,0,0
C002879,SMB,Europe,Referral,Basic,183,0.0,50.5,252.52,3,27,0.0,30.26,6,30,-19.8333,1,1,0,0,1,0
C002880,SMB,Europe,Paid Search,Growth,33,204.77,209.9,419.79,60,77,-2.0,64.43,0,1,21.2,0,0,1,0,0,0
C002881,SMB,Europe,Paid Search,Pro,1454,200.21,200.31,9214.04,76,240,1.25,79.6775,0,0,38.1538,0,0,1,0,0,0
C002882,SMB,APAC,Paid Search,Basic,1152,141.74,141.42,5374.14,38,117,-0.25,43.3075,3,7,14.0769,0,0,1,0,0,1
C002883,SMB,LATAM,Referral,Pro,662,516.19,522.36,12536.53,68,202,-1.25,82.7425,3,7,27.2308,0,0,0,0,0,0
C002884,SMB,LATAM,Organic,Growth,1439,383.35,385.61,18123.6,40,176,-4.5,62.7,1,4,18.6923,0,0,1,0,0,1
C002885,Mid-Market,North America,Partner,Pro,966,319.29,318.83,9883.83,100,215,5.25,83.442,2,4,30.0,0,0,1,0,0,0
C002886,Startup,Europe,Paid Search,Growth,1274,0.0,102.0,4283.99,14,84,-2.9333,37.03,3,15,-3.5833,0,0,0,1,1,0
C002887,SMB,Europe,Affiliate,Basic,89,64.84,66.47,797.62,15,65,-2.0,39.085,1,4,18.2308,0,0,0,0,0,0
C002888,Mid-Market,North America,Paid Search,Growth,1420,184.97,185.32,8710.27,58,158,2.0,64.1025,3,3,25.75,0,0,1,0,0,0
C002889,SMB,LATAM,Outbound,Growth,1286,183.18,184.12,7917.22,56,193,-0.5,61.8475,1,4,22.3846,0,0,1,0,0,0
C002890,SMB,North America,Outbound,Growth,1222,172.35,171.24,6849.55,79,256,0.25,63.07,1,5,18.7692,1,1,1,0,0,1
C002891,SMB,North America,Affiliate,Growth,1291,124.45,124.4,5349.32,38,103,0.7,56.58,2,8,27.2308,0,0,1,0,0,0
C002892,Startup,North America,Organic,Pro,643,246.5,247.03,4940.54,145,426,1.75,83.7225,3,4,33.25,0,0,1,0,0,0
C002893,SMB,North America,Partner,Basic,959,62.47,62.62,1878.58,42,103,0.65,41.522,0,3,18.3077,1,1,1,0,0,0
C002894,Startup,North America,Paid Search,Basic,121,0.0,30.53,91.59,9,43,-1.0,18.83,5,17,-19.4167,1,1,0,0,1,0
C002895,SMB,Europe,Paid Search,Growth,887,0.0,92.16,3317.66,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002896,Enterprise,Europe,Organic,Growth,649,0.0,131.53,3156.74,0,38,-10.0,0.0,0,2,-3.4,0,0,0,0,1,0
C002897,Enterprise,North America,Paid Search,Enterprise,504,1774.17,1717.7,41224.85,143,401,-6.15,96.232,2,2,41.6923,0,0,0,1,0,0
C002898,SMB,North America,Partner,Pro,564,1060.06,1059.4,20128.57,158,491,3.0,84.9325,0,4,41.9231,0,0,1,0,0,0
C002899,SMB,LATAM,Referral,Basic,242,0.0,86.95,608.67,0,5,0.0,0.0,0,5,-27.6667,0,0,0,1,1,0
C002900,SMB,North America,Affiliate,Pro,1201,839.81,850.44,40821.27,111,329,0.5,83.6125,2,6,34.3077,0,0,0,1,0,0
C002901,Enterprise,Europe,Partner,Growth,749,207.81,199.12,4778.77,59,139,3.05,65.718,1,2,32.5385,1,1,0,0,0,0
C002902,Mid-Market,Europe,Partner,Enterprise,291,1712.99,1754.88,10529.29,188,644,-4.25,96.8625,3,6,36.3077,0,0,0,0,0,0
C002903,Startup,Europe,Paid Search,Growth,206,435.93,441.62,3091.34,71,200,4.15,59.525,0,4,23.6154,0,0,1,0,0,0
C002904,Startup,APAC,Paid Search,Basic,572,0.0,30.03,510.54,8,38,-1.3333,23.4533,9,17,-15.1818,1,1,0,0,1,0
C002905,SMB,Europe,Organic,Growth,527,135.62,135.31,2300.25,63,194,0.95,59.4825,4,8,25.3077,0,0,1,0,0,0
C002906,Enterprise,APAC,Paid Search,Enterprise,198,1164.3,1132.58,13590.92,224,632,12.8,100.0,1,4,39.8462,0,0,0,0,0,0
C002907,Enterprise,APAC,Partner,Pro,563,669.49,669.51,12051.26,204,681,-3.8,96.8275,1,3,36.0769,0,0,1,0,0,0
C002908,Startup,North America,Paid Search,Basic,76,35.41,35.44,106.33,34,93,-1.75,41.4375,1,1,15.6364,0,0,1,0,0,0
C002909,Mid-Market,North America,Organic,Pro,1323,633.88,627.2,27596.94,91,219,0.2,81.494,1,4,36.9231,0,0,1,0,0,0
C002910,Startup,North America,Outbound,Basic,967,0.0,70.65,2190.18,2,53,-3.0,21.57,0,13,-18.6,0,0,0,0,1,0
C002911,Mid-Market,Europe,Outbound,Basic,1341,79.31,79.83,3831.92,51,159,-0.5,43.8625,2,8,8.6154,0,0,0,0,0,1
C002912,Enterprise,Europe,Partner,Pro,1371,642.41,652.13,31302.14,126,381,-0.75,89.6675,1,3,33.5833,0,0,0,0,0,0
C002913,SMB,North America,Referral,Growth,800,296.04,296.39,7706.15,66,236,-1.5,65.3475,2,2,26.6923,0,0,1,0,0,0
C002914,Startup,North America,Paid Search,Basic,1090,0.0,53.71,1826.1,0,1,0.0,0.0,0,3,-31.5,0,0,0,1,1,0
C002915,Mid-Market,North America,Affiliate,Growth,795,0.0,195.2,5270.43,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002916,SMB,Europe,Paid Search,Basic,827,0.0,39.25,1059.82,2,22,-0.25,31.87,2,12,-17.8889,1,1,0,0,1,0
C002917,Mid-Market,Europe,Paid Search,Growth,573,108.77,108.86,2068.4,60,161,1.25,70.29,0,3,28.6667,0,0,1,0,0,0
C002918,SMB,APAC,Outbound,Growth,70,324.12,331.69,3980.3,79,173,-0.45,60.594,2,6,20.2727,0,0,0,0,0,1
C002919,Enterprise,North America,Partner,Growth,217,115.62,114.56,1031.05,104,300,-5.95,66.834,2,5,25.0,0,0,0,0,0,1
C002920,SMB,Europe,Paid Search,Growth,935,206.79,207.29,6011.28,27,115,-2.5,54.93,2,8,24.6154,0,0,1,0,0,1
C002921,Startup,APAC,Paid Search,Basic,1021,69.85,70.05,2311.78,37,118,1.0,37.07,2,4,17.0,0,0,1,0,0,0
C002922,SMB,Europe,Paid Search,Growth,338,256.0,256.76,3081.13,71,215,0.55,64.3425,2,8,26.3846,0,0,1,0,0,0
C002923,Startup,Europe,Paid Search,Basic,1323,26.08,26.19,1152.3,39,84,2.55,41.954,3,7,11.6923,0,0,1,0,0,0
C002924,SMB,Europe,Affiliate,Pro,688,668.83,666.8,16003.27,91,301,0.95,77.4825,1,9,34.3846,0,0,1,0,0,0
C002925,Mid-Market,North America,Organic,Basic,870,53.58,53.22,1543.4,31,104,-2.25,47.87,1,2,16.1538,0,0,1,0,0,0
C002926,Startup,APAC,Referral,Pro,1236,357.55,356.58,14619.83,111,310,6.25,76.5325,1,4,33.1538,0,0,1,0,0,0
C002927,Startup,Europe,Partner,Basic,569,49.13,48.47,1163.19,29,101,0.25,36.4725,2,5,11.3846,0,0,0,0,0,1
C002928,Startup,Europe,Outbound,Basic,970,0.0,88.47,2565.49,0,12,0.0,0.0,0,4,-23.0,0,0,0,0,1,0
C002929,Startup,Europe,Paid Search,Growth,1230,214.36,213.71,8548.32,88,249,4.0,61.5725,3,6,25.2308,0,0,1,0,0,0
C002930,Enterprise,Europe,Partner,Pro,525,435.94,424.38,10185.09,143,392,-4.4,89.038,0,2,41.0,0,0,0,1,0,0
C002931,Enterprise,North America,Partner,Pro,1250,285.09,288.04,13826.1,102,310,2.5,86.2475,4,6,33.1538,0,0,0,1,0,0
C002932,Startup,LATAM,Paid Search,Growth,452,0.0,104.5,1358.45,0,17,-3.3333,0.0,0,6,-10.7143,0,0,0,0,1,0
C002933,Mid-Market,Europe,Outbound,Pro,1264,631.12,628.62,30173.66,97,315,-2.5,94.125,1,4,30.7692,0,0,0,1,0,0
C002934,Mid-Market,North America,Outbound,Pro,546,0.0,267.65,6423.61,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002935,Enterprise,Europe,Outbound,Enterprise,292,1311.91,1313.06,13130.58,191,660,-2.75,99.3875,1,3,45.0769,0,0,1,0,0,0
C002936,SMB,APAC,Affiliate,Growth,1133,0.0,466.87,17274.31,0,64,-6.5,0.0,0,20,-9.125,1,1,0,0,1,0
C002937,SMB,North America,Organic,Basic,340,67.64,67.41,808.94,37,116,0.0,41.7625,2,6,11.0769,0,0,1,0,0,0
C002938,SMB,Europe,Referral,Pro,422,628.27,634.67,8885.35,66,198,2.1,81.8875,5,12,29.3846,0,0,1,0,0,0
C002939,Enterprise,Europe,Paid Search,Pro,144,294.59,298.69,1493.45,133,400,1.75,90.7125,0,4,37.1538,0,0,1,0,0,0
C002940,Mid-Market,LATAM,Paid Search,Growth,1258,97.93,98.14,4023.8,55,221,-1.75,56.6875,0,0,22.9231,0,0,1,0,0,1
C002941,SMB,Europe,Organic,Basic,423,78.69,78.97,1105.61,34,110,0.5,46.6575,3,6,14.0769,0,0,1,0,0,0
C002942,SMB,LATAM,Affiliate,Basic,86,48.44,49.12,147.37,19,78,-2.25,34.53,2,5,12.8462,0,0,1,0,0,1
C002943,Mid-Market,North America,Organic,Growth,356,255.86,256.83,3081.98,103,307,-2.25,69.765,0,4,27.3333,0,0,1,0,0,0
C002944,Enterprise,APAC,Referral,Pro,1231,488.5,491.44,23589.15,84,211,4.5,86.1925,1,3,33.6667,0,0,0,1,0,0
C002945,SMB,APAC,Referral,Growth,265,663.63,650.11,5200.87,68,197,1.0,60.265,3,7,17.1667,0,0,1,0,0,1
C002946,Mid-Market,Europe,Outbound,Pro,1354,377.23,378.14,16638.12,147,431,3.35,84.4225,1,2,34.6154,0,0,1,0,0,0
C002947,SMB,Europe,Affiliate,Pro,598,0.0,541.53,12996.66,7,58,2.2,50.13,2,14,2.6,0,0,0,0,1,0
C002948,SMB,North America,Paid Search,Basic,761,38.47,38.69,928.48,71,184,5.25,39.005,4,10,12.4615,0,0,1,0,0,0
C002949,SMB,Europe,Affiliate,Basic,713,91.54,92.08,2209.9,30,88,-0.25,37.5675,0,4,18.9167,0,0,1,0,0,0
C002950,Mid-Market,North America,Outbound,Pro,721,577.23,584.1,14018.43,133,301,2.85,94.138,0,3,36.0769,0,0,1,0,0,0
C002951,Enterprise,North America,Partner,Growth,1462,113.37,114.2,6852.1,112,329,2.0,68.4675,0,2,20.25,0,0,0,0,0,1
C002952,SMB,APAC,Affiliate,Growth,744,146.68,148.47,3711.83,52,150,0.4,58.3225,0,2,25.6923,0,0,1,0,0,0
C002953,SMB,North America,Organic,Growth,91,288.27,296.31,3555.68,66,151,2.95,57.562,2,4,29.2308,0,0,0,1,0,0
C002954,SMB,Europe,Paid Search,Pro,804,0.0,810.0,19439.96,0,38,-5.0,0.0,0,16,-3.3333,1,1,0,1,1,0
C002955,Startup,North America,Organic,Basic,949,0.0,30.46,853.02,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002956,SMB,North America,Partner,Growth,0,138.21,138.04,138.04,4,4,4.0,49.4,0,0,36.0,0,0,1,0,0,1
C002957,Startup,Europe,Paid Search,Growth,1252,0.0,347.24,13542.43,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002958,SMB,North America,Organic,Pro,674,0.0,450.63,9463.28,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002959,SMB,Europe,Paid Search,Basic,673,0.0,61.76,1297.0,0,3,0.0,0.0,0,3,-11.5,0,0,0,0,1,0
C002960,SMB,APAC,Paid Search,Growth,783,251.12,251.21,6280.2,68,204,-1.5,59.75,0,5,20.3333,0,0,1,0,0,0
C002961,Mid-Market,Europe,Paid Search,Pro,112,0.0,277.34,3328.04,24,87,-1.2,58.1,3,9,9.3077,0,0,0,1,1,0
C002962,SMB,APAC,Organic,Basic,877,37.69,37.65,1091.78,27,105,-1.85,41.5125,2,5,7.8462,0,0,1,0,0,1
C002963,Mid-Market,Europe,Organic,Pro,36,418.75,413.76,4965.08,149,179,-0.2,91.556,3,3,36.1667,0,0,0,0,0,0
C002964,Enterprise,Europe,Partner,Enterprise,1406,2869.15,2894.47,138934.54,186,571,0.0,96.27,0,3,42.0,0,0,0,0,0,0
C002965,Mid-Market,North America,Outbound,Growth,362,0.0,249.57,2994.8,0,21,-2.6667,0.0,0,5,-9.4286,0,0,0,0,1,0
C002966,SMB,North America,Outbound,Growth,607,222.09,224.06,4257.2,64,221,-3.25,55.2425,1,4,18.0,0,0,1,0,0,1
C002967,SMB,LATAM,Referral,Growth,1146,157.51,158.21,5853.8,49,182,-1.75,63.1575,2,7,22.8462,0,0,1,0,0,0
C002968,Mid-Market,Europe,Affiliate,Pro,1163,770.97,767.52,29165.77,87,212,0.65,83.816,1,4,39.0769,1,1,1,0,0,0
C002969,SMB,Europe,Paid Search,Basic,379,0.0,54.26,651.15,0,28,-3.5,0.0,0,8,-18.75,1,1,0,0,1,0
C002970,Startup,LATAM,Outbound,Basic,544,74.62,74.18,1335.31,48,130,2.75,36.745,1,3,15.6154,0,0,1,0,0,0
C002971,SMB,North America,Organic,Basic,583,86.73,86.24,1724.87,14,62,-1.1,42.0975,1,5,20.6154,0,0,1,0,0,0
C002972,SMB,LATAM,Paid Search,Growth,1387,0.0,327.58,14741.29,0,11,-3.0,0.0,0,6,-3.6,1,1,0,1,1,0
C002973,SMB,North America,Paid Search,Growth,602,162.82,163.73,3274.63,116,296,2.2,60.97,1,2,27.0769,0,0,1,0,0,0
C002974,Mid-Market,APAC,Referral,Growth,19,144.05,144.92,144.92,80,80,26.6667,72.4833,3,3,31.6667,0,0,1,0,0,0
C002975,Startup,North America,Organic,Growth,1298,0.0,278.3,11131.97,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002976,SMB,North America,Organic,Basic,801,106.66,105.71,2854.11,64,218,-2.8,46.9625,5,10,13.1538,0,0,1,0,0,0
C002977,Mid-Market,Europe,Partner,Growth,762,134.0,134.68,3501.67,50,142,0.5,64.6325,0,1,27.8333,0,0,1,0,0,0
C002978,SMB,North America,Paid Search,Growth,153,107.04,107.36,644.15,43,132,1.0,55.8325,2,5,20.5,0,0,1,0,0,1
C002979,Mid-Market,APAC,Paid Search,Basic,1091,99.57,99.47,3580.92,25,84,-0.75,45.315,0,2,13.25,0,0,1,0,0,0
C002980,SMB,Europe,Organic,Pro,798,240.74,239.96,6238.93,104,273,1.05,86.566,3,7,29.6923,0,0,1,0,0,1
C002981,SMB,North America,Outbound,Growth,427,84.61,83.23,1248.46,51,135,1.95,57.34,4,11,20.0,0,0,1,0,0,1
C002982,Enterprise,North America,Partner,Enterprise,1267,0.0,1291.43,61988.43,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002983,SMB,APAC,Outbound,Basic,279,0.0,56.69,396.81,0,17,-1.75,26.35,1,18,-11.4444,2,1,0,0,1,0
C002984,SMB,Europe,Organic,Growth,250,0.0,103.08,618.49,8,44,0.8,39.905,0,20,-7.8182,3,1,0,1,1,0
C002985,Enterprise,APAC,Outbound,Growth,421,174.85,175.71,4217.0,58,142,1.1,65.386,0,2,25.3846,0,0,0,0,0,1
C002986,Mid-Market,North America,Outbound,Enterprise,534,1620.98,1638.36,39320.61,166,509,5.3,96.4425,0,5,45.0769,0,0,0,1,0,0
C002987,Mid-Market,APAC,Outbound,Pro,383,375.95,373.06,8953.44,148,481,-1.25,88.1375,1,5,40.7692,0,0,0,0,0,0
C002988,Startup,Europe,Affiliate,Growth,317,0.0,364.25,4370.96,18,58,0.25,33.2,2,6,-2.75,0,0,0,0,1,0
C002989,Startup,Europe,Paid Search,Growth,133,190.01,189.35,946.75,49,107,3.8,53.074,2,3,26.6923,0,0,1,0,0,0
C002990,Mid-Market,North America,Affiliate,Growth,858,251.28,252.61,6820.6,42,124,1.75,61.56,1,6,20.4615,1,1,1,0,0,0
C002991,SMB,North America,Paid Search,Growth,760,0.0,88.02,1848.49,0,17,0.0,0.0,0,9,-7.8,1,1,0,1,1,0
C002992,SMB,APAC,Partner,Pro,547,248.64,249.63,4743.05,75,207,-0.5,61.278,0,2,28.6154,0,0,1,0,0,1
C002993,Mid-Market,APAC,Outbound,Basic,1217,67.65,67.94,2581.62,42,122,-0.25,41.975,1,6,13.0833,0,0,1,0,0,0
C002994,SMB,North America,Referral,Pro,218,1002.51,990.0,7920.02,123,320,1.6,85.49,4,9,36.0769,0,0,1,0,0,0
C002995,Startup,APAC,Paid Search,Pro,325,0.0,308.6,1851.62,3,62,-2.25,37.98,0,11,10.7,1,1,0,1,1,0
C002996,Startup,North America,Outbound,Pro,559,488.55,485.07,9216.31,105,275,4.25,79.64,5,10,34.0,0,0,1,0,0,0
C002997,SMB,North America,Referral,Pro,1060,273.82,273.62,9303.02,127,420,-3.25,89.25,1,8,33.4615,0,0,1,0,0,0
C002998,Mid-Market,North America,Organic,Growth,987,120.03,119.84,3834.99,66,147,4.7,63.604,1,4,23.4615,0,0,1,0,0,0
C002999,Enterprise,Europe,Partner,Pro,859,498.86,505.36,18192.93,192,608,-1.0,95.8475,4,8,33.7692,0,0,0,1,0,0
C003000,Startup,North America,Affiliate,Basic,496,0.0,44.46,666.86,10,65,-1.4167,22.98,3,14,-14.5,1,1,0,0,1,0
C003001,SMB,Europe,Outbound,Growth,328,94.91,94.6,1040.57,43,118,1.5,56.53,0,4,29.0833,0,0,1,0,0,1
C003002,SMB,North America,Organic,Basic,452,0.0,30.35,394.54,0,17,-1.6667,0.0,0,11,-18.1429,0,0,0,0,1,0
C003003,SMB,LATAM,Paid Search,Pro,102,0.0,205.35,410.7,38,162,-4.75,61.56,13,23,4.75,2,1,0,0,1,0
C003004,SMB,LATAM,Paid Search,Basic,47,68.16,67.28,807.4,27,43,1.4167,43.0,1,2,15.5714,0,0,0,0,0,0
C003005,Enterprise,Europe,Paid Search,Growth,449,203.2,207.99,4991.77,156,421,-4.05,76.412,0,2,27.5385,0,0,0,0,0,0
C003006,SMB,North America,Paid Search,Basic,943,71.81,71.32,2210.95,23,68,-0.5,46.63,3,4,9.4615,0,0,1,0,0,0
C003007,SMB,LATAM,Outbound,Growth,600,111.22,110.84,2327.55,43,112,2.5,57.535,1,3,20.8462,0,0,1,0,0,0
C003008,Enterprise,North America,Partner,Pro,871,701.85,704.95,25378.23,207,660,-0.85,100.0,1,3,35.0769,0,0,0,1,0,0
C003009,Startup,LATAM,Partner,Basic,562,75.59,76.11,1446.09,10,46,-0.9,28.5675,3,10,13.2308,0,0,1,0,0,1
C003010,Enterprise,Europe,Paid Search,Growth,276,160.47,150.89,1810.65,53,193,-2.75,63.73,0,2,19.8462,0,0,0,0,0,1
C003011,SMB,North America,Partner,Basic,947,51.25,51.47,1595.44,31,97,1.75,39.0825,3,7,15.2308,0,0,1,0,0,1
C003012,SMB,North America,Paid Search,Pro,746,350.23,345.01,12420.32,146,436,3.0,91.4375,4,7,29.5385,0,0,0,0,0,0
C003013,Enterprise,LATAM,Organic,Pro,1451,498.66,495.34,23776.34,66,220,1.3,81.2175,0,1,39.3077,0,0,1,0,0,1
C003014,SMB,APAC,Organic,Basic,394,113.87,113.41,1587.74,46,156,-2.3,46.7875,3,5,13.4615,0,0,1,0,0,0
C003015,SMB,Europe,Outbound,Basic,762,0.0,91.96,2390.91,12,41,-0.25,30.01,2,11,-27.3636,0,0,0,0,1,0
C003016,SMB,APAC,Organic,Basic,818,49.01,49.06,1324.57,39,114,-1.25,36.005,2,7,9.6667,0,0,1,0,0,1
C003017,Mid-Market,APAC,Paid Search,Growth,632,0.0,198.71,3775.46,0,12,0.0,0.0,0,3,-7.75,0,0,0,0,1,0
C003018,Mid-Market,North America,Affiliate,Basic,1188,33.5,33.61,1344.31,80,229,4.0,45.6925,0,1,17.6923,0,0,1,0,0,0
C003019,SMB,LATAM,Organic,Basic,609,76.39,77.0,1539.94,54,130,1.8,43.224,3,6,15.0,0,0,1,0,0,0
C003020,Mid-Market,North America,Organic,Basic,378,37.84,38.43,499.56,44,137,-4.95,39.852,5,8,8.6923,0,0,1,0,0,1
C003021,Mid-Market,Europe,Partner,Growth,980,210.88,211.51,6979.88,112,269,1.65,67.908,0,2,27.5385,0,0,1,0,0,0
C003022,SMB,North America,Paid Search,Growth,1206,0.0,523.73,19901.69,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C003023,Startup,APAC,Partner,Basic,926,42.56,42.75,1325.1,25,101,-2.35,42.3825,1,6,14.6923,0,0,1,0,0,0
C003024,SMB,LATAM,Paid Search,Growth,1215,515.07,514.04,19019.33,42,133,0.5,53.0225,2,5,25.4615,0,0,1,0,0,1
C003025,Startup,North America,Referral,Growth,949,194.69,194.95,6043.59,42,126,1.75,53.7675,2,3,16.8462,0,0,1,0,0,0
C003026,Startup,North America,Organic,Pro,363,0.0,337.27,3709.97,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C003027,SMB,Europe,Organic,Basic,1211,0.0,38.85,1631.69,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C003028,Startup,LATAM,Partner,Growth,343,0.0,434.78,5217.31,0,52,-5.25,0.0,0,8,-5.875,0,0,0,0,1,0
C003029,SMB,APAC,Partner,Pro,1173,565.82,563.35,27040.69,81,244,1.0,80.7075,0,3,31.5385,0,0,0,0,0,0
C003030,Mid-Market,North America,Outbound,Enterprise,109,0.0,1013.72,2027.43,0,181,-19.6667,0.0,0,1,9.2857,2,1,0,1,1,0
C003031,SMB,Europe,Organic,Pro,395,422.32,419.55,5873.7,133,432,-0.15,88.6325,2,6,35.3077,0,0,1,0,0,0
C003032,Enterprise,Europe,Partner,Growth,1098,190.09,188.6,6978.08,70,208,-2.75,69.3775,1,3,26.5833,0,0,1,0,0,0
C003033,Enterprise,Europe,Partner,Enterprise,663,1393.3,1393.91,30665.99,281,900,1.25,100.0,0,4,43.0769,0,0,1,0,0,0
C003034,Mid-Market,Europe,Paid Search,Pro,1352,531.93,536.04,23585.96,108,287,0.6,74.702,1,3,30.2308,1,1,1,0,0,1
C003035,Enterprise,North America,Paid Search,Pro,1366,968.88,970.97,46606.64,194,488,0.05,94.632,1,2,40.0,0,0,0,0,0,0
C003036,Enterprise,North America,Organic,Growth,63,101.9,96.68,1160.13,46,103,-2.3,58.604,1,2,26.7,0,0,0,0,0,0
C003037,SMB,Europe,Paid Search,Pro,300,603.03,597.8,5380.18,97,263,4.5,83.15,2,3,33.75,0,0,0,0,0,0
C003038,Mid-Market,APAC,Referral,Growth,1275,155.4,155.87,6390.59,46,140,-1.55,67.378,1,9,19.5385,0,0,1,0,0,0
C003039,Startup,North America,Affiliate,Growth,867,0.0,129.57,3498.46,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C003040,Mid-Market,North America,Organic,Growth,1209,245.68,244.31,11726.87,128,370,3.0,73.7225,0,1,25.9231,0,0,0,1,0,0
C003041,SMB,LATAM,Affiliate,Growth,680,0.0,89.24,2141.82,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C003042,Startup,APAC,Paid Search,Basic,955,0.0,19.98,619.25,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C003043,SMB,Europe,Paid Search,Growth,1020,175.04,177.54,6391.49,33,108,0.25,68.3675,1,6,22.3077,0,0,0,0,0,1
C003044,Enterprise,North America,Organic,Pro,709,434.06,432.99,10391.83,149,502,-4.15,96.1225,2,2,37.2308,0,0,1,0,0,0
C003045,SMB,Europe,Paid Search,Pro,1207,0.0,260.26,9889.99,6,56,-1.5,58.94,4,20,0.8,1,1,0,0,1,0
C003046,SMB,Europe,Affiliate,Basic,173,25.47,25.02,125.09,34,116,-3.25,48.69,2,4,16.3846,1,1,1,0,0,0
C003047,SMB,Europe,Paid Search,Basic,386,0.0,128.13,1537.54,7,46,-1.6667,21.8133,5,15,-17.8182,1,1,0,0,1,0
C003048,SMB,North America,Partner,Basic,355,67.74,68.73,824.72,77,224,3.75,45.3725,1,7,21.0769,0,0,1,0,0,0
C003049,Enterprise,North America,Organic,Growth,1253,161.26,158.8,7622.55,117,274,4.4,73.608,0,1,23.1538,0,0,0,1,0,0
C003050,Mid-Market,North America,Referral,Enterprise,443,4682.62,4713.21,113117.14,290,902,4.3,100.0,2,3,43.6923,0,0,0,0,0,0
C003051,SMB,LATAM,Affiliate,Basic,239,0.0,85.99,515.93,9,33,-0.25,23.465,8,18,-18.0769,1,1,0,1,1,0
C003052,SMB,Europe,Partner,Basic,1245,121.94,119.94,5037.48,16,58,-0.5,38.14,1,3,8.5,0,0,1,0,0,1
C003053,Startup,North America,Affiliate,Growth,355,0.0,100.24,902.2,11,74,0.75,53.84,4,11,-4.5,2,1,0,1,1,0
C003054,SMB,Europe,Affiliate,Basic,935,0.0,31.75,984.17,0,41,-4.25,0.0,0,18,-27.5556,0,0,0,0,1,0
C003055,Mid-Market,LATAM,Paid Search,Growth,303,0.0,203.93,1835.4,12,41,1.5,53.34,3,10,-7.6364,1,1,0,0,1,0
C003056,Mid-Market,North America,Paid Search,Pro,788,547.47,541.18,14070.76,90,298,-0.5,81.9225,2,4,33.2308,0,0,1,0,0,0
C003057,SMB,Europe,Paid Search,Growth,218,0.0,267.64,1605.84,0,2,0.0,0.0,0,7,-27.0,0,0,0,0,1,0
