customer_id,segment,region,acquisition_channel,plan_type,tenure_days,current_mrr,avg_monthly_revenue,lifetime_revenue,churn_risk_score,revenue_risk_score,retention_priority_score,risk_tier,main_risk_driver,recommended_action,recommendation_context,at_risk_flag,payment_failure_flag,renewal_near_flag,contraction_flag,usage_trend,support_tickets_90d,nps_score_recent,feature_adoption_score_recent,failed_payments_90d
C002807,Mid-Market,Europe,Organic,Pro,1077,545.48,548.25,18092.29,74.33,75.05,74.58,high,usage decline,product adoption campaign,Tier=high; driver=usage decline; churn_risk=74.3; revenue_risk=75.0; priority=74.6; current_mrr=$545.48.,1,1,1,1,-5.75,5,31.25,81.2375,1
C001620,SMB,Europe,Outbound,Pro,13,274.72,274.72,0.0,14.67,48.47,26.5,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.7; revenue_risk=48.5; priority=26.5; current_mrr=$274.72.,1,0,0,0,12.5,1,32.5,71.045,0
C003025,Startup,North America,Referral,Growth,949,194.69,194.95,6043.59,16.85,44.42,26.5,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.9; revenue_risk=44.4; priority=26.5; current_mrr=$194.69.,0,0,1,0,1.75,3,16.8462,53.7675,0
C003063,SMB,North America,Outbound,Growth,933,196.89,196.16,7061.86,16.4,45.19,26.48,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.4; revenue_risk=45.2; priority=26.5; current_mrr=$196.89.,0,0,0,0,1.45,7,24.2308,61.2475,0
C003416,Mid-Market,Europe,Organic,Pro,886,167.04,165.65,4969.42,19.6,39.25,26.48,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=39.2; priority=26.5; current_mrr=$167.04.,0,0,1,0,4.5,6,32.1538,83.3375,0
C000929,Mid-Market,North America,Partner,Growth,878,166.33,166.87,4839.14,19.6,39.2,26.46,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=39.2; priority=26.5; current_mrr=$166.33.,0,0,1,0,0.05,7,27.7692,56.57,0
C003149,Enterprise,APAC,Partner,Enterprise,5,561.52,566.7,566.7,3.6,68.87,26.44,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=3.6; revenue_risk=68.9; priority=26.4; current_mrr=$561.52.,0,0,1,0,50.0,0,38.0,91.27,0
C002251,Mid-Market,Europe,Outbound,Basic,743,86.95,86.97,2087.3,30.32,19.2,26.43,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=30.3; revenue_risk=19.2; priority=26.4; current_mrr=$86.95.,0,0,1,0,1.45,8,17.4615,40.392,0
C001217,SMB,North America,Partner,Basic,746,103.35,105.03,3780.94,27.26,24.78,26.39,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=27.3; revenue_risk=24.8; priority=26.4; current_mrr=$103.35.,0,0,0,0,1.0,6,14.6923,40.1,0
C003347,Mid-Market,Europe,Partner,Basic,594,47.5,47.47,949.41,36.4,7.52,26.29,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=36.4; revenue_risk=7.5; priority=26.3; current_mrr=$47.50.,0,0,1,0,-1.75,4,14.75,41.73,0
C003376,Startup,North America,Affiliate,Growth,746,181.64,182.1,4188.31,18.25,41.19,26.28,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=18.2; revenue_risk=41.2; priority=26.3; current_mrr=$181.64.,0,0,1,0,-0.5,4,27.4615,53.2975,0
C001024,Startup,North America,Paid Search,Basic,228,54.34,55.36,442.88,35.26,9.56,26.26,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=35.3; revenue_risk=9.6; priority=26.3; current_mrr=$54.34.,0,0,1,0,-1.75,4,19.3846,38.775,0
C001515,SMB,North America,Referral,Growth,1133,159.93,159.92,6077.15,19.6,38.59,26.25,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=38.6; priority=26.2; current_mrr=$159.93.,0,0,1,0,1.5,9,25.0833,58.64,0
C002579,Enterprise,LATAM,Outbound,Pro,36,302.22,309.06,3708.73,10.67,55.08,26.21,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=10.7; revenue_risk=55.1; priority=26.2; current_mrr=$302.22.,0,0,0,0,1.6,4,39.3333,90.3,0
C002460,SMB,Europe,Organic,Growth,1416,152.58,152.5,6862.51,20.32,37.15,26.21,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.3; revenue_risk=37.1; priority=26.2; current_mrr=$152.58.,0,0,1,0,1.6,8,23.7692,61.9525,0
C000646,Enterprise,LATAM,Paid Search,Pro,1015,387.1,385.19,13866.81,5.33,64.95,26.2,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=65.0; priority=26.2; current_mrr=$387.10.,0,0,0,0,4.1,2,34.5385,95.95,0
C002739,SMB,Europe,Referral,Growth,763,263.45,261.19,6791.06,12.05,52.49,26.2,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=12.1; revenue_risk=52.5; priority=26.2; current_mrr=$263.45.,0,0,1,0,1.95,3,24.2308,60.218,0
C003101,SMB,APAC,Organic,Basic,964,49.17,49.36,1530.01,35.49,8.96,26.2,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=35.5; revenue_risk=9.0; priority=26.2; current_mrr=$49.17.,0,0,1,0,-0.75,8,13.3846,43.4425,0
C002053,SMB,APAC,Paid Search,Growth,968,41.44,41.35,1281.85,37.07,6.0,26.2,low,failed payments,monitor only,Tier=low; driver=failed payments; churn_risk=37.1; revenue_risk=6.0; priority=26.2; current_mrr=$41.44.,1,1,1,0,1.15,3,22.5385,61.475,1
C003152,SMB,North America,Partner,Growth,1170,140.22,139.51,5301.36,22.24,33.48,26.17,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=22.2; revenue_risk=33.5; priority=26.2; current_mrr=$140.22.,0,0,1,0,-0.4,6,27.7692,60.458,0
C003172,SMB,LATAM,Paid Search,Basic,82,44.42,46.14,138.42,37.23,5.62,26.17,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=37.2; revenue_risk=5.6; priority=26.2; current_mrr=$44.42.,0,0,1,0,-0.5,6,13.5833,36.305,0
C001206,SMB,LATAM,Paid Search,Growth,143,165.04,169.64,1017.87,20.88,35.95,26.15,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.9; revenue_risk=36.0; priority=26.1; current_mrr=$165.04.,0,0,1,0,-0.75,4,21.7692,62.005,0
C002856,SMB,North America,Organic,Growth,1392,145.13,144.7,6656.09,21.2,35.3,26.14,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=21.2; revenue_risk=35.3; priority=26.1; current_mrr=$145.13.,0,0,1,0,2.75,6,22.25,65.105,0
C002937,SMB,North America,Organic,Basic,340,67.64,67.41,808.94,33.01,13.33,26.12,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=33.0; revenue_risk=13.3; priority=26.1; current_mrr=$67.64.,0,0,1,0,0.0,6,11.0769,41.7625,0
C003076,SMB,North America,Referral,Basic,374,101.32,100.41,1305.31,28.39,21.87,26.11,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=28.4; revenue_risk=21.9; priority=26.1; current_mrr=$101.32.,0,0,1,0,-0.8,4,15.9231,45.0575,0
C001559,Mid-Market,Europe,Paid Search,Pro,8,583.66,574.36,6892.27,0.0,74.45,26.06,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=0.0; revenue_risk=74.5; priority=26.1; current_mrr=$583.66.,0,0,0,0,34.5,0,41.5,88.015,0
C001842,SMB,Europe,Affiliate,Growth,1359,153.27,153.64,6606.46,19.96,37.39,26.06,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.0; revenue_risk=37.4; priority=26.1; current_mrr=$153.27.,0,0,1,0,1.55,7,24.3846,60.754,0
C003251,SMB,North America,Paid Search,Growth,997,127.79,126.28,3914.82,23.8,30.25,26.06,low,failed payments,monitor only,Tier=low; driver=failed payments; churn_risk=23.8; revenue_risk=30.2; priority=26.1; current_mrr=$127.79.,0,1,1,0,0.45,3,29.4615,65.7175,1
C002823,SMB,North America,Referral,Basic,1328,35.2,35.1,1544.57,37.63,4.57,26.06,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=37.6; revenue_risk=4.6; priority=26.1; current_mrr=$35.20.,0,0,1,0,-0.75,6,15.2308,36.84,0
C001921,SMB,Europe,Organic,Pro,918,188.1,187.5,5437.39,16.93,43.0,26.05,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.9; revenue_risk=43.0; priority=26.1; current_mrr=$188.10.,0,0,1,0,1.65,5,32.2308,87.292,0
C002165,SMB,Europe,Outbound,Basic,63,27.85,28.77,86.3,39.3,1.43,26.05,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=39.3; revenue_risk=1.4; priority=26.1; current_mrr=$27.85.,0,0,1,0,-2.65,3,15.1,42.198,0
C003431,Mid-Market,North America,Referral,Pro,1128,444.63,437.34,20992.15,2.67,69.43,26.04,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=2.7; revenue_risk=69.4; priority=26.0; current_mrr=$444.63.,0,0,0,0,3.25,1,44.5385,87.854,0
C001856,Startup,North America,Organic,Basic,221,93.17,93.28,746.28,29.71,19.17,26.02,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=29.7; revenue_risk=19.2; priority=26.0; current_mrr=$93.17.,0,0,1,0,0.25,8,15.0769,44.305,0
C001163,SMB,Europe,Outbound,Growth,220,193.81,190.8,1335.61,18.19,40.53,26.01,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=18.2; revenue_risk=40.5; priority=26.0; current_mrr=$193.81.,0,0,1,0,-0.05,4,19.6923,53.6725,0
C000846,Enterprise,North America,Partner,Pro,1506,431.0,434.85,26090.71,2.67,69.33,26.0,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=2.7; revenue_risk=69.3; priority=26.0; current_mrr=$431.00.,0,0,0,0,2.6,1,29.1538,85.952,0
C002550,Mid-Market,North America,Paid Search,Pro,1325,349.27,348.21,15321.11,6.27,62.64,26.0,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=6.3; revenue_risk=62.6; priority=26.0; current_mrr=$349.27.,0,0,1,0,0.3,1,40.4615,90.995,0
C000306,SMB,APAC,Outbound,Growth,1295,148.46,147.74,6352.93,20.59,36.04,26.0,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.6; revenue_risk=36.0; priority=26.0; current_mrr=$148.46.,0,0,1,0,-0.15,7,28.9231,57.716,0
C001970,SMB,North America,Paid Search,Basic,1283,30.21,30.16,1266.55,38.3,3.16,26.0,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=38.3; revenue_risk=3.2; priority=26.0; current_mrr=$30.21.,0,0,1,0,2.75,7,11.0769,30.37,0
C003355,Mid-Market,Europe,Paid Search,Pro,36,530.5,524.26,1048.51,3.6,67.57,25.99,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=3.6; revenue_risk=67.6; priority=26.0; current_mrr=$530.50.,0,0,1,0,2.8,0,41.5,97.488,0
C002001,Startup,Europe,Partner,Growth,178,159.59,162.7,976.18,21.23,34.82,25.99,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=21.2; revenue_risk=34.8; priority=26.0; current_mrr=$159.59.,1,0,1,0,2.2,1,20.4615,54.215,0
C001662,Startup,Europe,Organic,Basic,581,54.07,53.51,1070.13,34.59,10.03,25.99,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=34.6; revenue_risk=10.0; priority=26.0; current_mrr=$54.07.,0,0,1,0,-0.1,6,16.2308,33.916,0
C001911,SMB,Europe,Organic,Growth,1395,153.67,155.92,7484.22,19.49,38.01,25.97,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.5; revenue_risk=38.0; priority=26.0; current_mrr=$153.67.,0,0,0,0,2.45,7,21.6923,50.5325,0
C003304,Startup,LATAM,Paid Search,Growth,1093,133.86,133.89,4820.13,22.77,31.91,25.97,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=22.8; revenue_risk=31.9; priority=26.0; current_mrr=$133.86.,0,0,1,0,-1.25,4,30.2308,54.376,0
C001545,SMB,Europe,Organic,Basic,1167,110.78,110.93,4326.38,25.72,26.43,25.97,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=25.7; revenue_risk=26.4; priority=26.0; current_mrr=$110.78.,0,0,1,0,2.25,5,15.6923,46.5925,0
C001224,Enterprise,Europe,Partner,Growth,522,153.24,150.21,3604.96,20.83,35.45,25.95,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=20.8; revenue_risk=35.5; priority=25.9; current_mrr=$153.24.,0,0,0,1,-1.25,2,28.1538,73.985,0
C000412,SMB,North America,Outbound,Basic,1158,103.39,103.67,4043.2,26.5,24.87,25.93,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=26.5; revenue_risk=24.9; priority=25.9; current_mrr=$103.39.,0,0,1,0,0.4,5,12.0,50.03,0
C001570,SMB,APAC,Partner,Pro,20,562.8,584.35,7012.19,0.0,74.02,25.91,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=0.0; revenue_risk=74.0; priority=25.9; current_mrr=$562.80.,0,0,0,0,15.0,0,39.6667,74.3467,0
C002089,Mid-Market,North America,Organic,Growth,1045,193.93,194.46,6806.27,15.86,44.57,25.91,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=15.9; revenue_risk=44.6; priority=25.9; current_mrr=$193.93.,0,0,1,0,-1.05,2,27.4615,68.2,0
C003231,Enterprise,North America,Partner,Growth,241,313.21,323.95,3887.39,9.42,56.49,25.89,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=9.4; revenue_risk=56.5; priority=25.9; current_mrr=$313.21.,0,0,0,0,2.55,3,22.2308,74.16,0
C003068,SMB,APAC,Referral,Basic,449,49.35,49.41,741.11,35.47,8.1,25.89,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=35.5; revenue_risk=8.1; priority=25.9; current_mrr=$49.35.,0,0,1,0,-1.75,4,10.2308,49.858,0
C001595,SMB,Europe,Partner,Growth,439,312.75,311.89,4366.41,9.38,56.38,25.83,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=9.4; revenue_risk=56.4; priority=25.8; current_mrr=$312.75.,0,0,1,0,0.0,2,24.2308,60.4125,0
C001176,Mid-Market,North America,Outbound,Growth,992,171.0,171.87,5499.75,18.01,40.35,25.83,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=18.0; revenue_risk=40.4; priority=25.8; current_mrr=$171.00.,0,0,1,0,3.0,5,23.1538,70.6225,0
C002584,SMB,Europe,Partner,Basic,508,61.22,61.42,1044.06,33.43,11.68,25.82,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=33.4; revenue_risk=11.7; priority=25.8; current_mrr=$61.22.,0,0,1,0,-1.25,4,14.3846,41.76,0
C001748,Mid-Market,Europe,Paid Search,Growth,938,171.25,170.71,5121.42,18.07,40.16,25.8,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=18.1; revenue_risk=40.2; priority=25.8; current_mrr=$171.25.,0,0,1,0,-0.45,4,23.3846,69.396,0
C001088,SMB,North America,Paid Search,Pro,6,642.49,633.24,1899.71,0.0,73.64,25.77,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=0.0; revenue_risk=73.6; priority=25.8; current_mrr=$642.49.,0,0,0,0,34.0,0,37.0,78.06,0
C003488,Startup,North America,Referral,Pro,63,487.19,474.61,5695.28,2.67,68.68,25.77,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=2.7; revenue_risk=68.7; priority=25.8; current_mrr=$487.19.,0,0,0,0,0.55,1,37.0,84.964,0
C001157,Enterprise,APAC,Partner,Pro,1335,315.08,308.99,14831.75,7.5,59.69,25.77,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=7.5; revenue_risk=59.7; priority=25.8; current_mrr=$315.08.,0,0,0,0,-1.25,0,35.3846,92.7575,0
C002893,SMB,North America,Partner,Basic,959,62.47,62.62,1878.58,32.63,13.02,25.77,low,failed payments,monitor only,Tier=low; driver=failed payments; churn_risk=32.6; revenue_risk=13.0; priority=25.8; current_mrr=$62.47.,0,1,1,0,0.65,3,18.3077,41.522,1
C002576,Mid-Market,North America,Referral,Pro,1018,210.94,210.68,7584.42,14.07,47.48,25.76,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=14.1; revenue_risk=47.5; priority=25.8; current_mrr=$210.94.,0,0,0,0,-1.9,1,34.6154,82.1775,0
C002256,SMB,LATAM,Organic,Growth,478,192.27,192.18,3074.93,16.93,42.13,25.75,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.9; revenue_risk=42.1; priority=25.8; current_mrr=$192.27.,0,0,1,0,1.45,5,25.7692,56.0675,0
C000680,Mid-Market,North America,Outbound,Pro,94,430.48,438.62,2631.75,5.33,63.63,25.74,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=63.6; priority=25.7; current_mrr=$430.48.,0,0,0,0,4.25,2,38.7692,89.59,0
C002162,SMB,LATAM,Paid Search,Basic,1145,100.19,100.42,3815.83,26.66,24.02,25.74,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=26.7; revenue_risk=24.0; priority=25.7; current_mrr=$100.19.,0,0,1,0,0.0,4,14.6154,39.9425,0
C001461,SMB,North America,Organic,Basic,309,62.18,61.8,679.81,33.42,11.48,25.74,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=33.4; revenue_risk=11.5; priority=25.7; current_mrr=$62.18.,0,0,1,0,-0.85,8,14.5385,48.444,0
C003158,Startup,LATAM,Affiliate,Basic,8,38.98,39.07,39.07,37.58,3.74,25.74,low,low NPS,monitor only,Tier=low; driver=low NPS; churn_risk=37.6; revenue_risk=3.7; priority=25.7; current_mrr=$38.98.,1,0,1,0,16.0,1,1.0,41.685,0
C002175,SMB,LATAM,Referral,Basic,1164,58.57,58.19,2211.3,33.01,12.22,25.73,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=33.0; revenue_risk=12.2; priority=25.7; current_mrr=$58.57.,0,0,1,0,0.85,6,13.6923,38.7875,0
C001692,SMB,Europe,Partner,Basic,163,30.71,31.41,376.9,38.36,2.27,25.73,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=38.4; revenue_risk=2.3; priority=25.7; current_mrr=$30.71.,0,0,0,1,-1.55,4,14.9231,41.975,0
C002194,Mid-Market,North America,Partner,Growth,1185,154.84,155.17,6051.79,19.4,37.46,25.72,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.4; revenue_risk=37.5; priority=25.7; current_mrr=$154.84.,0,0,1,0,0.05,5,20.7692,72.365,0
C000904,Mid-Market,North America,Paid Search,Pro,169,243.05,240.75,1444.51,14.27,46.96,25.71,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=47.0; priority=25.7; current_mrr=$243.05.,0,0,1,0,2.25,4,35.4615,96.25,0
C002359,Enterprise,North America,Partner,Enterprise,563,321.0,319.34,7664.24,8.0,58.53,25.69,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=58.5; priority=25.7; current_mrr=$321.00.,0,0,0,0,4.05,3,44.2308,100.0,0
C001204,Enterprise,North America,Partner,Pro,356,321.35,321.53,3858.31,8.93,56.75,25.67,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=56.8; priority=25.7; current_mrr=$321.35.,0,0,1,0,3.0,2,33.4167,92.2525,0
C003365,Startup,North America,Paid Search,Growth,1263,146.35,147.06,6176.33,20.45,35.37,25.67,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.4; revenue_risk=35.4; priority=25.7; current_mrr=$146.35.,0,0,1,0,2.1,6,27.6923,53.1775,0
C000871,Enterprise,North America,Organic,Pro,822,225.62,227.88,6152.85,13.33,48.52,25.65,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.3; revenue_risk=48.5; priority=25.6; current_mrr=$225.62.,0,0,0,0,2.9,5,35.1538,87.355,0
C002718,Mid-Market,LATAM,Referral,Growth,466,118.81,118.22,1773.34,25.32,26.27,25.65,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=25.3; revenue_risk=26.3; priority=25.6; current_mrr=$118.81.,1,0,1,0,-0.25,3,25.8462,54.815,0
C000434,Startup,Europe,Outbound,Basic,1313,93.12,93.28,4011.06,27.52,22.15,25.64,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=27.5; revenue_risk=22.1; priority=25.6; current_mrr=$93.12.,0,0,1,0,0.0,4,13.6923,39.1275,0
C001606,SMB,North America,Paid Search,Growth,157,162.5,160.4,962.41,20.59,34.98,25.63,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.6; revenue_risk=35.0; priority=25.6; current_mrr=$162.50.,0,0,1,0,-0.15,8,30.5385,55.5675,0
C001834,Mid-Market,North America,Partner,Growth,1400,144.68,144.62,6797.01,20.39,35.32,25.62,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.4; revenue_risk=35.3; priority=25.6; current_mrr=$144.68.,0,0,1,0,7.05,5,19.0769,74.676,0
C000135,SMB,North America,Paid Search,Growth,308,147.7,148.51,1782.14,21.65,32.87,25.58,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=21.6; revenue_risk=32.9; priority=25.6; current_mrr=$147.70.,0,0,0,0,-0.7,7,23.0769,53.848,0
C001809,Mid-Market,Europe,Outbound,Basic,1372,65.55,65.95,3165.5,31.24,15.08,25.58,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=31.2; revenue_risk=15.1; priority=25.6; current_mrr=$65.55.,0,0,0,0,-3.45,2,20.1538,48.224,0
C000936,Mid-Market,LATAM,Organic,Growth,85,91.46,90.45,271.36,29.56,18.15,25.57,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=29.6; revenue_risk=18.1; priority=25.6; current_mrr=$91.46.,1,0,1,0,3.85,5,23.9231,65.354,0
C000238,Mid-Market,North America,Outbound,Growth,859,116.28,117.81,4241.16,24.36,27.79,25.56,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=24.4; revenue_risk=27.8; priority=25.6; current_mrr=$116.28.,0,0,0,1,3.75,8,24.3077,65.7975,0
C000955,Mid-Market,North America,Referral,Growth,321,103.72,102.15,1123.64,27.35,22.21,25.55,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=27.4; revenue_risk=22.2; priority=25.6; current_mrr=$103.72.,1,0,1,0,-0.5,2,20.4167,53.14,0
C002887,SMB,Europe,Affiliate,Basic,89,64.84,66.47,797.62,32.51,12.62,25.55,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=32.5; revenue_risk=12.6; priority=25.6; current_mrr=$64.84.,0,0,0,0,-2.0,4,18.2308,39.085,0
C001532,Startup,North America,Affiliate,Pro,1497,344.84,347.92,20875.38,5.33,63.04,25.53,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=63.0; priority=25.5; current_mrr=$344.84.,0,0,0,0,4.75,2,32.8333,72.6725,0
C000702,Mid-Market,Europe,Referral,Basic,574,52.19,52.5,997.45,34.28,9.21,25.51,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=34.3; revenue_risk=9.2; priority=25.5; current_mrr=$52.19.,1,0,1,0,1.75,3,14.2308,44.03,0
C003019,SMB,LATAM,Organic,Basic,609,76.39,77.0,1539.94,30.26,16.6,25.48,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=30.3; revenue_risk=16.6; priority=25.5; current_mrr=$76.39.,0,0,1,0,1.8,6,15.0,43.224,0
C001277,SMB,North America,Outbound,Growth,521,152.13,151.84,2733.06,20.54,34.63,25.47,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.5; revenue_risk=34.6; priority=25.5; current_mrr=$152.13.,0,0,1,0,2.0,9,23.3846,70.6975,0
C000823,Mid-Market,North America,Partner,Pro,1313,354.76,352.53,14806.36,5.33,62.83,25.46,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=62.8; priority=25.5; current_mrr=$354.76.,0,0,0,0,1.25,2,38.6923,91.115,0
C003069,SMB,North America,Organic,Growth,1294,131.47,130.94,5630.45,21.98,31.86,25.44,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=22.0; revenue_risk=31.9; priority=25.4; current_mrr=$131.47.,0,0,1,0,0.5,8,20.9167,64.4325,0
C000554,SMB,Europe,Paid Search,Basic,1025,79.47,79.2,2692.75,29.28,18.3,25.44,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=29.3; revenue_risk=18.3; priority=25.4; current_mrr=$79.47.,0,0,1,0,1.6,5,12.8462,41.9925,0
C002753,Mid-Market,North America,Partner,Growth,624,207.43,205.7,4319.76,14.65,45.44,25.43,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.7; revenue_risk=45.4; priority=25.4; current_mrr=$207.43.,0,0,1,0,0.2,3,19.7692,63.038,0
C001244,SMB,North America,Organic,Growth,767,147.8,146.13,5260.65,20.11,35.28,25.42,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.1; revenue_risk=35.3; priority=25.4; current_mrr=$147.80.,0,0,0,0,0.75,6,17.0,55.325,0
C001330,SMB,APAC,Affiliate,Basic,994,60.41,60.17,1985.52,32.27,12.58,25.38,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=32.3; revenue_risk=12.6; priority=25.4; current_mrr=$60.41.,0,0,1,0,1.15,7,14.2308,39.79,0
C002582,Enterprise,Europe,Outbound,Pro,813,422.51,420.13,15124.71,2.67,67.54,25.37,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=2.7; revenue_risk=67.5; priority=25.4; current_mrr=$422.51.,0,0,0,0,2.6,1,34.9231,87.226,0
C000746,SMB,North America,Organic,Growth,967,181.96,179.31,6455.14,16.24,42.31,25.36,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.2; revenue_risk=42.3; priority=25.4; current_mrr=$181.96.,0,0,0,0,0.1,7,24.5385,63.996,0
C001068,Mid-Market,LATAM,Organic,Growth,539,213.57,210.74,3793.23,14.27,45.93,25.35,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=45.9; priority=25.4; current_mrr=$213.57.,0,0,1,0,2.7,4,27.5385,67.808,0
C001967,Mid-Market,Europe,Partner,Pro,956,304.02,295.61,10642.09,8.0,57.54,25.34,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=57.5; priority=25.3; current_mrr=$304.02.,0,0,0,0,2.75,3,37.0769,90.71,0
C002052,SMB,Europe,Referral,Growth,1048,197.35,197.09,6700.97,14.72,45.07,25.34,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.7; revenue_risk=45.1; priority=25.3; current_mrr=$197.35.,0,0,1,0,3.25,4,24.2308,73.585,0
C000743,Startup,APAC,Affiliate,Basic,546,45.15,45.21,813.78,35.5,6.48,25.34,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=35.5; revenue_risk=6.5; priority=25.3; current_mrr=$45.15.,0,0,1,0,0.55,8,9.2308,38.38,0
C000491,SMB,LATAM,Referral,Pro,89,396.88,381.73,4580.8,5.33,62.41,25.31,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=62.4; priority=25.3; current_mrr=$396.88.,0,0,0,0,5.25,2,39.3077,86.375,0
