subscription_id,customer_id,subscription_start_date,subscription_end_date,monthly_revenue,contract_type,billing_cycle,status
SUB002679,C002679,2024-06-08,2025-12-28,190.58,Monthly,Monthly,churned
SUB002680,C002680,2023-08-03,,98.33,Monthly,Monthly,active
SUB002681,C002681,2022-06-30,2025-04-14,41.5,Monthly,Monthly,churned
SUB002682,C002682,2022-06-04,2026-02-17,389.61,Annual,Annual,churned
SUB002683,C002683,2023-08-22,,447.75,Monthly,Monthly,active
SUB002684,C002684,2025-05-30,2026-01-08,101.83,Monthly,Quarterly,churned
SUB002685,C002685,2024-02-09,,874.36,Annual,Quarterly,active
SUB002686,C002686,2024-01-13,,35.67,Monthly,Monthly,active
SUB002687,C002687,2023-01-21,,508.05,Monthly,Monthly,active
SUB002688,C002688,2024-05-08,2025-12-30,75.96,Monthly,Monthly,churned
SUB002689,C002689,2024-08-28,2026-02-05,342.38,Annual,Annual,churned
SUB002690,C002690,2026-02-14,,74.37,Monthly,Monthly,active
SUB002691,C002691,2025-01-14,2026-02-21,276.59,Monthly,Quarterly,churned
SUB002692,C002692,2024-07-22,,761.6,Monthly,Monthly,active
SUB002693,C002693,2025-10-26,,1700.26,Annual,Annual,active
SUB002694,C002694,2023-10-12,,442.83,Annual,Annual,active
SUB002695,C002695,2025-11-26,2026-02-20,320.35,Annual,Quarterly,churned
SUB002696,C002696,2023-07-24,,160.99,Monthly,Monthly,active
SUB002697,C002697,2022-07-21,,83.97,Monthly,Monthly,at_risk
SUB002698,C002698,2023-10-09,2025-11-23,350.19,Monthly,Monthly,churned
SUB002699,C002699,2022-07-23,,653.3,Monthly,Quarterly,active
SUB002700,C002700,2022-07-13,2025-11-20,35.12,Monthly,Monthly,churned
SUB002701,C002701,2025-09-04,,708.23,Monthly,Monthly,active
SUB002702,C002702,2025-04-27,,1188.6,Annual,Annual,active
SUB002703,C002703,2022-12-06,,212.51,Monthly,Monthly,active
SUB002704,C002704,2025-07-06,,191.16,Monthly,Monthly,active
SUB002705,C002705,2022-04-15,2025-05-04,386.84,Annual,Annual,churned
SUB002706,C002706,2023-03-21,,190.41,Monthly,Monthly,at_risk
SUB002707,C002707,2024-12-20,,47.46,Monthly,Monthly,active
SUB002708,C002708,2023-04-21,,101.68,Monthly,Quarterly,active
SUB002709,C002709,2025-01-29,,755.22,Monthly,Monthly,at_risk
SUB002710,C002710,2025-08-22,,159.61,Monthly,Monthly,active
SUB002711,C002711,2022-04-22,,27.93,Monthly,Monthly,at_risk
SUB002712,C002712,2022-02-13,2024-12-19,55.55,Monthly,Quarterly,churned
SUB002713,C002713,2025-12-10,,35.14,Monthly,Monthly,at_risk
SUB002714,C002714,2024-03-15,,1107.8,Annual,Annual,at_risk
SUB002715,C002715,2024-02-17,,160.4,Monthly,Monthly,active
SUB002716,C002716,2023-12-06,,111.4,Monthly,Monthly,at_risk
SUB002717,C002717,2023-11-03,,374.81,Monthly,Monthly,at_risk
SUB002718,C002718,2024-11-20,,118.81,Monthly,Monthly,at_risk
SUB002719,C002719,2024-06-06,,943.62,Monthly,Monthly,active
SUB002720,C002720,2022-09-14,,301.23,Monthly,Monthly,active
SUB002721,C002721,2024-08-23,,1073.53,Annual,Annual,active
SUB002722,C002722,2024-10-19,,111.87,Annual,Annual,active
SUB002723,C002723,2022-06-25,,202.31,Monthly,Monthly,active
SUB002724,C002724,2023-08-06,,173.38,Monthly,Monthly,active
SUB002725,C002725,2025-04-25,,94.16,Monthly,Monthly,active
SUB002726,C002726,2024-07-29,,1016.01,Annual,Annual,active
SUB002727,C002727,2022-08-03,,209.79,Monthly,Monthly,active
SUB002728,C002728,2022-03-13,,191.52,Monthly,Monthly,at_risk
SUB002729,C002729,2024-06-15,,2103.62,Annual,Annual,active
SUB002730,C002730,2023-12-07,,1809.58,Monthly,Quarterly,active
SUB002731,C002731,2026-01-07,,56.26,Monthly,Monthly,at_risk
SUB002732,C002732,2024-03-16,,454.37,Annual,Annual,at_risk
SUB002733,C002733,2025-11-24,,798.16,Annual,Annual,active
SUB002734,C002734,2022-11-28,,223.8,Monthly,Monthly,at_risk
SUB002735,C002735,2023-11-13,,1376.11,Annual,Annual,active
SUB002736,C002736,2022-08-01,,845.58,Monthly,Monthly,at_risk
SUB002737,C002737,2024-06-01,,675.59,Annual,Annual,active
SUB002738,C002738,2022-10-28,,41.5,Monthly,Monthly,at_risk
SUB002739,C002739,2024-01-28,,263.45,Monthly,Monthly,active
SUB002740,C002740,2023-06-19,,156.92,Monthly,Monthly,at_risk
SUB002741,C002741,2022-10-20,,1034.76,Annual,Annual,active
SUB002742,C002742,2022-06-02,,93.67,Annual,Annual,active
SUB002743,C002743,2024-02-25,,566.33,Annual,Quarterly,active
SUB002744,C002744,2025-12-14,,66.66,Monthly,Monthly,at_risk
SUB002745,C002745,2022-11-02,,737.44,Annual,Annual,active
SUB002746,C002746,2023-09-16,,400.68,Annual,Annual,active
SUB002747,C002747,2022-12-17,2025-11-26,67.83,Monthly,Monthly,churned
SUB002748,C002748,2025-05-28,,47.47,Monthly,Monthly,active
SUB002749,C002749,2023-09-26,,419.55,Annual,Annual,active
SUB002750,C002750,2026-01-25,,194.53,Monthly,Monthly,active
SUB002751,C002751,2023-01-10,2025-07-16,56.13,Annual,Annual,churned
SUB002752,C002752,2022-05-17,,33.89,Monthly,Monthly,active
SUB002753,C002753,2024-06-15,,207.43,Monthly,Monthly,active
SUB002754,C002754,2024-09-21,,414.83,Annual,Quarterly,active
SUB002755,C002755,2026-02-28,,132.93,Monthly,Monthly,at_risk
SUB002756,C002756,2025-08-27,2026-01-26,49.01,Monthly,Monthly,churned
SUB002757,C002757,2025-09-12,,66.75,Monthly,Monthly,active
SUB002758,C002758,2024-08-27,,420.62,Monthly,Monthly,active
SUB002759,C002759,2023-07-09,,83.59,Monthly,Monthly,active
SUB002760,C002760,2023-10-16,2025-12-06,147.42,Monthly,Monthly,churned
SUB002761,C002761,2022-07-25,,216.27,Monthly,Monthly,active
SUB002762,C002762,2023-11-01,2025-10-21,72.11,Annual,Annual,churned
SUB002763,C002763,2023-07-11,,1191.45,Annual,Annual,active
SUB002764,C002764,2022-02-26,2025-12-10,89.34,Monthly,Monthly,churned
SUB002765,C002765,2022-11-19,2026-01-26,73.5,Monthly,Monthly,churned
SUB002766,C002766,2024-04-06,,548.62,Annual,Annual,active
SUB002767,C002767,2023-07-28,,224.2,Monthly,Monthly,active
SUB002768,C002768,2026-02-20,,409.98,Monthly,Quarterly,active
SUB002769,C002769,2024-01-10,,25.77,Monthly,Monthly,at_risk
SUB002770,C002770,2026-01-01,,69.93,Monthly,Quarterly,at_risk
SUB002771,C002771,2024-10-01,,159.42,Monthly,Monthly,at_risk
SUB002772,C002772,2022-03-16,,825.29,Annual,Annual,active
SUB002773,C002773,2022-11-10,2025-05-04,465.58,Annual,Annual,churned
SUB002774,C002774,2024-12-17,,1365.42,Annual,Quarterly,active
SUB002775,C002775,2024-04-09,,548.11,Annual,Annual,at_risk
SUB002776,C002776,2023-04-06,,357.99,Monthly,Quarterly,active
SUB002777,C002777,2024-03-17,,123.61,Monthly,Monthly,active
SUB002778,C002778,2025-10-12,,153.86,Monthly,Quarterly,active
SUB002779,C002779,2023-08-28,2025-11-13,110.72,Monthly,Monthly,churned
SUB002780,C002780,2022-03-12,,417.8,Monthly,Monthly,active
SUB002781,C002781,2023-05-01,,1038.82,Annual,Annual,active
SUB002782,C002782,2025-12-06,,242.8,Monthly,Monthly,at_risk
SUB002783,C002783,2025-03-16,,180.98,Annual,Annual,active
SUB002784,C002784,2025-06-26,2026-02-23,110.56,Monthly,Monthly,churned
SUB002785,C002785,2025-10-18,,325.31,Annual,Annual,active
SUB002786,C002786,2022-07-05,,168.68,Monthly,Monthly,active
SUB002787,C002787,2023-03-07,,379.11,Monthly,Monthly,active
SUB002788,C002788,2022-04-01,,356.63,Monthly,Quarterly,active
SUB002789,C002789,2022-01-20,2025-01-19,135.24,Monthly,Monthly,churned
SUB002790,C002790,2025-07-02,2026-02-19,220.27,Annual,Annual,churned
SUB002791,C002791,2025-12-07,,106.43,Monthly,Monthly,at_risk
SUB002792,C002792,2022-09-08,,142.82,Monthly,Monthly,active
SUB002793,C002793,2025-01-04,,127.48,Annual,Annual,active
SUB002794,C002794,2024-04-05,,197.36,Annual,Annual,active
SUB002795,C002795,2022-04-16,,106.91,Monthly,Monthly,active
SUB002796,C002796,2025-10-28,,567.97,Monthly,Monthly,active
SUB002797,C002797,2025-08-21,,109.82,Monthly,Monthly,active
SUB002798,C002798,2024-05-15,2026-01-27,59.56,Annual,Annual,churned
SUB002799,C002799,2024-12-21,,806.0,Annual,Quarterly,active
SUB002800,C002800,2023-08-28,,1731.62,Monthly,Monthly,active
SUB002801,C002801,2025-05-02,2026-02-10,138.55,Monthly,Monthly,churned
SUB002802,C002802,2023-11-21,,577.45,Annual,Annual,active
SUB002803,C002803,2026-02-21,,29.21,Monthly,Quarterly,at_risk
SUB002804,C002804,2022-04-07,,323.4,Annual,Annual,active
SUB002805,C002805,2022-09-27,,383.95,Annual,Annual,active
SUB002806,C002806,2026-01-21,,640.15,Monthly,Monthly,active
SUB002807,C002807,2023-03-20,,545.48,Monthly,Quarterly,at_risk
SUB002808,C002808,2023-04-23,,575.94,Annual,Annual,active
SUB002809,C002809,2025-04-24,,454.74,Annual,Annual,at_risk
SUB002810,C002810,2022-10-29,2026-01-28,38.58,Annual,Annual,churned
SUB002811,C002811,2024-02-20,,859.4,Annual,Annual,active
SUB002812,C002812,2023-03-18,2025-10-19,953.79,Annual,Quarterly,churned
SUB002813,C002813,2022-11-01,,189.2,Monthly,Monthly,active
SUB002814,C002814,2026-01-13,,152.98,Monthly,Monthly,active
SUB002815,C002815,2022-10-31,2025-10-01,200.41,Monthly,Monthly,churned
SUB002816,C002816,2022-06-06,,356.71,Monthly,Monthly,active
SUB002817,C002817,2024-10-27,,715.76,Monthly,Monthly,active
SUB002818,C002818,2025-08-25,2026-02-24,277.68,Monthly,Monthly,churned
SUB002819,C002819,2022-07-15,,85.92,Monthly,Monthly,active
SUB002820,C002820,2024-12-19,,170.41,Monthly,Monthly,at_risk
SUB002821,C002821,2024-04-12,,45.22,Monthly,Monthly,active
SUB002822,C002822,2025-06-26,,6610.33,Annual,Annual,active
SUB002823,C002823,2022-07-12,,35.2,Monthly,Monthly,active
SUB002824,C002824,2026-02-01,,227.62,Monthly,Monthly,active
SUB002825,C002825,2024-08-01,,529.0,Annual,Annual,active
SUB002826,C002826,2025-07-10,2026-01-30,156.05,Monthly,Monthly,churned
SUB002827,C002827,2023-07-05,,497.2,Monthly,Monthly,active
SUB002828,C002828,2025-12-04,,130.46,Monthly,Monthly,at_risk
SUB002829,C002829,2024-08-21,,189.8,Monthly,Monthly,at_risk
SUB002830,C002830,2022-07-22,2025-11-11,63.43,Monthly,Monthly,churned
SUB002831,C002831,2025-11-16,,466.96,Annual,Annual,active
SUB002832,C002832,2025-05-04,2026-01-05,721.24,Monthly,Monthly,churned
SUB002833,C002833,2023-04-10,,571.29,Annual,Annual,active
SUB002834,C002834,2024-04-10,,1921.35,Annual,Annual,active
SUB002835,C002835,2023-08-24,,333.95,Monthly,Monthly,active
SUB002836,C002836,2024-04-09,,306.02,Monthly,Monthly,active
SUB002837,C002837,2026-01-08,,50.66,Annual,Annual,active
SUB002838,C002838,2025-10-08,,490.44,Annual,Quarterly,active
SUB002839,C002839,2022-12-02,,200.07,Monthly,Monthly,active
SUB002840,C002840,2026-01-19,,656.85,Annual,Quarterly,active
SUB002841,C002841,2023-11-05,,35.14,Monthly,Monthly,active
SUB002842,C002842,2024-12-17,,284.07,Monthly,Monthly,at_risk
SUB002843,C002843,2025-03-14,,120.02,Monthly,Monthly,at_risk
SUB002844,C002844,2024-01-15,2025-08-09,398.37,Annual,Quarterly,churned
SUB002845,C002845,2023-12-03,,167.84,Monthly,Monthly,active
SUB002846,C002846,2023-11-30,,3364.5,Annual,Annual,active
SUB002847,C002847,2025-08-07,,113.51,Monthly,Monthly,active
SUB002848,C002848,2023-08-14,,179.77,Monthly,Monthly,at_risk
SUB002849,C002849,2023-03-14,,636.93,Annual,Annual,active
SUB002850,C002850,2023-07-09,,71.03,Monthly,Monthly,active
SUB002851,C002851,2022-11-03,,593.18,Annual,Annual,active
SUB002852,C002852,2023-08-24,,633.37,Annual,Annual,active
SUB002853,C002853,2022-06-30,,1031.87,Annual,Annual,active
SUB002854,C002854,2022-05-26,,117.55,Annual,Annual,at_risk
SUB002855,C002855,2025-01-12,,153.04,Monthly,Monthly,active
SUB002856,C002856,2022-05-09,,145.13,Monthly,Monthly,active
SUB002857,C002857,2024-05-26,,810.16,Annual,Quarterly,active
SUB002858,C002858,2025-04-12,2026-01-28,41.41,Monthly,Monthly,churned
SUB002859,C002859,2025-01-19,,63.53,Annual,Quarterly,active
SUB002860,C002860,2023-11-10,,940.74,Monthly,Monthly,active
SUB002861,C002861,2022-11-02,,1325.18,Annual,Annual,active
SUB002862,C002862,2025-11-25,2026-02-22,402.88,Monthly,Monthly,churned
SUB002863,C002863,2025-06-29,,1317.64,Annual,Annual,active
SUB002864,C002864,2024-07-23,2025-11-10,572.24,Annual,Annual,churned
SUB002865,C002865,2022-05-12,,55.13,Monthly,Monthly,active
SUB002866,C002866,2022-03-07,,139.18,Annual,Annual,active
SUB002867,C002867,2023-05-07,,58.04,Monthly,Monthly,active
SUB002868,C002868,2022-08-29,,452.22,Annual,Annual,active
SUB002869,C002869,2025-08-08,,87.09,Monthly,Monthly,active
SUB002870,C002870,2022-11-17,,177.75,Monthly,Monthly,active
SUB002871,C002871,2023-03-08,,53.96,Monthly,Monthly,active
SUB002872,C002872,2026-01-31,,524.45,Annual,Annual,active
SUB002873,C002873,2025-06-09,2025-12-21,155.11,Monthly,Quarterly,churned
SUB002874,C002874,2022-12-03,,1148.3,Annual,Annual,active
SUB002875,C002875,2023-08-16,,81.54,Monthly,Monthly,active
SUB002876,C002876,2024-03-08,,575.44,Annual,Annual,active
SUB002877,C002877,2024-10-12,,3017.11,Annual,Annual,at_risk
SUB002878,C002878,2025-11-24,,68.71,Monthly,Quarterly,active
SUB002879,C002879,2025-08-21,2026-02-20,50.32,Monthly,Monthly,churned
SUB002880,C002880,2026-01-27,,204.77,Monthly,Monthly,active
SUB002881,C002881,2022-03-08,,200.21,Monthly,Monthly,active
SUB002882,C002882,2023-01-04,,141.74,Monthly,Monthly,at_risk
SUB002883,C002883,2024-05-08,,516.19,Annual,Quarterly,active
SUB002884,C002884,2022-03-23,,383.35,Monthly,Monthly,at_risk
SUB002885,C002885,2023-07-09,,319.29,Monthly,Monthly,active
SUB002886,C002886,2022-08-25,2026-02-19,102.32,Monthly,Quarterly,churned
SUB002887,C002887,2025-12-02,,64.84,Annual,Annual,active
SUB002888,C002888,2022-04-11,,184.97,Monthly,Monthly,active
SUB002889,C002889,2022-08-23,,183.18,Monthly,Monthly,active
SUB002890,C002890,2022-10-26,,172.35,Monthly,Monthly,at_risk
SUB002891,C002891,2022-08-18,,124.45,Monthly,Monthly,active
SUB002892,C002892,2024-05-27,,246.5,Monthly,Monthly,active
SUB002893,C002893,2023-07-16,,62.47,Monthly,Monthly,active
SUB002894,C002894,2025-10-26,2026-02-24,30.88,Monthly,Monthly,churned
SUB002895,C002895,2023-02-08,2025-07-14,92.24,Annual,Annual,churned
SUB002896,C002896,2024-03-30,2026-01-08,137.4,Annual,Annual,churned
SUB002897,C002897,2024-10-13,,1774.17,Annual,Annual,active
SUB002898,C002898,2024-08-14,,1060.06,Monthly,Monthly,active
SUB002899,C002899,2025-04-25,2025-12-23,85.46,Monthly,Monthly,churned
SUB002900,C002900,2022-11-16,,839.81,Annual,Annual,active
SUB002901,C002901,2024-02-11,,207.81,Annual,Annual,active
SUB002902,C002902,2025-05-14,,1712.99,Annual,Quarterly,active
SUB002903,C002903,2025-08-07,,435.93,Monthly,Monthly,active
SUB002904,C002904,2024-07-29,2026-02-21,30.33,Monthly,Monthly,churned
SUB002905,C002905,2024-09-20,,135.62,Monthly,Monthly,active
SUB002906,C002906,2025-08-15,,1164.3,Annual,Annual,active
SUB002907,C002907,2024-08-15,,669.49,Monthly,Monthly,active
SUB002908,C002908,2025-12-15,,35.41,Monthly,Monthly,active
SUB002909,C002909,2022-07-17,,633.88,Monthly,Monthly,active
SUB002910,C002910,2023-06-16,2026-02-07,71.39,Monthly,Monthly,churned
SUB002911,C002911,2022-06-29,,79.31,Annual,Annual,at_risk
SUB002912,C002912,2022-05-30,,642.41,Annual,Annual,active
SUB002913,C002913,2023-12-22,,296.04,Monthly,Monthly,active
SUB002914,C002914,2022-12-23,2025-12-17,53.8,Monthly,Monthly,churned
SUB002915,C002915,2023-09-17,2025-11-20,197.8,Monthly,Quarterly,churned
SUB002916,C002916,2023-10-29,2026-02-02,39.48,Monthly,Monthly,churned
SUB002917,C002917,2024-08-05,,108.77,Monthly,Monthly,active
SUB002918,C002918,2025-12-21,,324.12,Annual,Annual,at_risk
SUB002919,C002919,2025-07-27,,115.62,Annual,Quarterly,at_risk
SUB002920,C002920,2023-08-09,,206.79,Monthly,Monthly,at_risk
SUB002921,C002921,2023-05-15,,69.85,Monthly,Monthly,active
SUB002922,C002922,2025-03-28,,256.0,Annual,Annual,active
SUB002923,C002923,2022-07-17,,26.08,Monthly,Monthly,active
SUB002924,C002924,2024-04-12,,668.83,Monthly,Quarterly,active
SUB002925,C002925,2023-10-13,,53.58,Monthly,Monthly,active
SUB002926,C002926,2022-10-12,,357.55,Monthly,Monthly,active
SUB002927,C002927,2024-08-09,,49.13,Annual,Annual,at_risk
SUB002928,C002928,2023-05-17,2026-01-11,87.7,Monthly,Monthly,churned
SUB002929,C002929,2022-10-18,,214.36,Monthly,Monthly,active
SUB002930,C002930,2024-09-22,,435.94,Annual,Annual,active
SUB002931,C002931,2022-09-28,,285.09,Annual,Annual,active
SUB002932,C002932,2024-10-26,2026-01-21,104.35,Monthly,Monthly,churned
SUB002933,C002933,2022-09-14,,631.12,Annual,Annual,active
SUB002934,C002934,2023-10-27,2025-04-25,268.96,Annual,Annual,churned
SUB002935,C002935,2025-05-13,,1311.91,Monthly,Monthly,active
SUB002936,C002936,2022-12-26,2026-02-01,467.6,Monthly,Monthly,churned
SUB002937,C002937,2025-03-26,,67.64,Monthly,Monthly,active
SUB002938,C002938,2025-01-03,,628.27,Monthly,Monthly,active
SUB002939,C002939,2025-10-08,,294.59,Monthly,Monthly,active
SUB002940,C002940,2022-09-20,,97.93,Monthly,Monthly,at_risk
SUB002941,C002941,2025-01-02,,78.69,Monthly,Monthly,active
SUB002942,C002942,2025-12-05,,48.44,Monthly,Monthly,at_risk
SUB002943,C002943,2025-03-10,,255.86,Monthly,Monthly,active
SUB002944,C002944,2022-10-17,,488.5,Annual,Annual,active
SUB002945,C002945,2025-06-09,,663.63,Monthly,Monthly,at_risk
SUB002946,C002946,2022-06-16,,377.23,Monthly,Monthly,active
SUB002947,C002947,2024-06-20,2026-02-08,541.67,Annual,Annual,churned
SUB002948,C002948,2024-01-30,,38.47,Monthly,Monthly,active
SUB002949,C002949,2024-03-18,,91.54,Monthly,Monthly,active
SUB002950,C002950,2024-03-10,,577.23,Annual,Annual,active
SUB002951,C002951,2022-02-28,,113.37,Annual,Annual,at_risk
SUB002952,C002952,2024-02-16,,146.68,Monthly,Monthly,active
SUB002953,C002953,2025-11-30,,288.27,Annual,Annual,active
SUB002954,C002954,2023-11-01,2026-01-13,811.55,Monthly,Monthly,churned
SUB002955,C002955,2023-02-25,2025-10-01,30.44,Monthly,Monthly,churned
SUB002956,C002956,2026-03-01,,138.21,Monthly,Monthly,at_risk
SUB002957,C002957,2022-06-06,2025-11-09,345.06,Monthly,Quarterly,churned
SUB002958,C002958,2024-01-24,2025-11-28,447.2,Monthly,Monthly,churned
SUB002959,C002959,2024-02-24,2025-12-28,62.48,Annual,Quarterly,churned
SUB002960,C002960,2024-01-08,,251.12,Monthly,Monthly,active
SUB002961,C002961,2025-11-07,2026-02-27,274.16,Annual,Annual,churned
SUB002962,C002962,2023-10-06,,37.69,Monthly,Monthly,at_risk
SUB002963,C002963,2026-01-24,,418.75,Annual,Annual,active
SUB002964,C002964,2022-04-25,,2869.15,Annual,Annual,active
SUB002965,C002965,2025-01-23,2026-01-20,250.41,Monthly,Monthly,churned
SUB002966,C002966,2024-07-02,,222.09,Monthly,Monthly,at_risk
SUB002967,C002967,2023-01-10,,157.51,Monthly,Monthly,active
SUB002968,C002968,2022-12-24,,770.97,Monthly,Monthly,active
SUB002969,C002969,2025-01-09,2026-01-23,53.71,Monthly,Monthly,churned
SUB002970,C002970,2024-09-03,,74.62,Monthly,Quarterly,active
SUB002971,C002971,2024-07-26,,86.73,Monthly,Monthly,active
SUB002972,C002972,2022-03-20,2026-01-05,328.29,Monthly,Quarterly,churned
SUB002973,C002973,2024-07-07,,162.82,Monthly,Monthly,active
SUB002974,C002974,2026-02-10,,144.05,Monthly,Monthly,active
SUB002975,C002975,2022-01-28,2025-08-18,279.56,Monthly,Monthly,churned
SUB002976,C002976,2023-12-21,,106.66,Monthly,Quarterly,active
SUB002977,C002977,2024-01-29,,134.0,Monthly,Monthly,active
SUB002978,C002978,2025-09-29,,107.04,Monthly,Monthly,at_risk
SUB002979,C002979,2023-03-06,,99.57,Monthly,Monthly,active
SUB002980,C002980,2023-12-24,,240.74,Monthly,Monthly,at_risk
SUB002981,C002981,2024-12-29,,84.61,Monthly,Monthly,at_risk
SUB002982,C002982,2022-04-05,2025-09-23,1276.23,Annual,Annual,churned
SUB002983,C002983,2025-05-05,2026-02-08,57.59,Monthly,Monthly,churned
SUB002984,C002984,2025-06-12,2026-02-17,104.71,Monthly,Monthly,churned
SUB002985,C002985,2025-01-04,,174.85,Annual,Annual,at_risk
SUB002986,C002986,2024-09-13,,1620.98,Annual,Annual,active
SUB002987,C002987,2025-02-11,,375.95,Annual,Annual,active
SUB002988,C002988,2025-04-12,2026-02-23,360.89,Annual,Annual,churned
SUB002989,C002989,2025-10-19,,190.01,Monthly,Monthly,active
SUB002990,C002990,2023-10-25,,251.28,Monthly,Monthly,active
SUB002991,C002991,2023-12-06,2026-01-04,89.36,Monthly,Quarterly,churned
SUB002992,C002992,2024-08-31,,248.64,Monthly,Monthly,at_risk
SUB002993,C002993,2022-10-31,,67.65,Monthly,Monthly,active
SUB002994,C002994,2025-07-26,,1002.51,Monthly,Monthly,active
SUB002995,C002995,2025-03-19,2026-02-07,300.98,Annual,Quarterly,churned
SUB002996,C002996,2024-08-19,,488.55,Monthly,Monthly,active
SUB002997,C002997,2023-04-06,,273.82,Monthly,Monthly,active
SUB002998,C002998,2023-06-18,,120.03,Monthly,Monthly,active
SUB002999,C002999,2023-10-24,,498.86,Annual,Annual,active
SUB003000,C003000,2024-10-16,2026-02-24,44.06,Monthly,Monthly,churned
SUB003001,C003001,2025-04-07,,94.91,Monthly,Monthly,at_risk
SUB003002,C003002,2024-10-27,2026-01-22,30.26,Monthly,Monthly,churned
SUB003003,C003003,2025-11-16,2026-02-26,208.33,Monthly,Monthly,churned
SUB003004,C003004,2026-01-13,,68.16,Annual,Annual,active
SUB003005,C003005,2024-12-07,,203.2,Annual,Annual,active
SUB003006,C003006,2023-08-01,,71.81,Monthly,Monthly,active
SUB003007,C003007,2024-07-09,,111.22,Monthly,Quarterly,active
SUB003008,C003008,2023-10-12,,701.85,Annual,Annual,active
SUB003009,C003009,2024-08-16,,75.59,Monthly,Monthly,at_risk
SUB003010,C003010,2025-05-29,,160.47,Annual,Annual,at_risk
SUB003011,C003011,2023-07-28,,51.25,Monthly,Monthly,at_risk
SUB003012,C003012,2024-02-14,,350.23,Annual,Annual,active
SUB003013,C003013,2022-03-11,,498.66,Annual,Annual,at_risk
SUB003014,C003014,2025-01-31,,113.87,Monthly,Monthly,active
SUB003015,C003015,2024-01-22,2026-02-22,91.78,Monthly,Monthly,churned
SUB003016,C003016,2023-12-04,,49.01,Monthly,Monthly,at_risk
SUB003017,C003017,2024-04-02,2025-12-25,198.47,Monthly,Monthly,churned
SUB003018,C003018,2022-11-29,,33.5,Monthly,Monthly,active
SUB003019,C003019,2024-06-30,,76.39,Monthly,Monthly,active
SUB003020,C003020,2025-02-16,,37.84,Monthly,Monthly,at_risk
SUB003021,C003021,2023-06-25,,210.88,Monthly,Monthly,active
SUB003022,C003022,2022-07-28,2025-11-15,524.69,Monthly,Monthly,churned
SUB003023,C003023,2023-08-18,,42.56,Monthly,Monthly,active
SUB003024,C003024,2022-11-02,,515.07,Monthly,Monthly,at_risk
SUB003025,C003025,2023-07-26,,194.69,Monthly,Monthly,active
SUB003026,C003026,2024-08-11,2025-08-09,335.76,Monthly,Monthly,churned
SUB003027,C003027,2022-06-24,2025-10-17,38.45,Monthly,Quarterly,churned
SUB003028,C003028,2025-02-17,2026-01-26,412.05,Annual,Annual,churned
SUB003029,C003029,2022-12-14,,565.82,Annual,Annual,active
SUB003030,C003030,2025-10-02,2026-01-19,1025.41,Monthly,Monthly,churned
SUB003031,C003031,2025-01-30,,422.32,Monthly,Monthly,active
SUB003032,C003032,2023-02-27,,190.09,Monthly,Monthly,active
SUB003033,C003033,2024-05-07,,1393.3,Monthly,Monthly,active
SUB003034,C003034,2022-06-18,,531.93,Monthly,Monthly,at_risk
SUB003035,C003035,2022-06-04,,968.88,Annual,Annual,active
SUB003036,C003036,2025-12-28,,101.9,Annual,Annual,active
SUB003037,C003037,2025-05-05,,603.03,Monthly,Quarterly,active
SUB003038,C003038,2022-09-03,,155.4,Monthly,Monthly,active
SUB003039,C003039,2023-03-11,2025-07-25,131.05,Monthly,Monthly,churned
SUB003040,C003040,2022-11-08,,245.68,Annual,Annual,active
SUB003041,C003041,2023-08-27,2025-07-07,89.18,Annual,Annual,churned
SUB003042,C003042,2023-03-19,2025-10-29,20.0,Monthly,Monthly,churned
SUB003043,C003043,2023-05-16,,175.04,Monthly,Quarterly,at_risk
SUB003044,C003044,2024-03-22,,434.06,Annual,Annual,active
SUB003045,C003045,2022-10-22,2026-02-10,260.61,Monthly,Monthly,churned
SUB003046,C003046,2025-09-09,,25.47,Monthly,Monthly,active
SUB003047,C003047,2025-01-25,2026-02-15,131.12,Annual,Annual,churned
SUB003048,C003048,2025-03-11,,67.74,Annual,Annual,active
SUB003049,C003049,2022-09-25,,161.26,Annual,Annual,active
SUB003050,C003050,2024-12-13,,4682.62,Annual,Annual,active
SUB003051,C003051,2025-07-01,2026-02-25,87.12,Monthly,Quarterly,churned
SUB003052,C003052,2022-10-03,,121.94,Annual,Quarterly,at_risk
SUB003053,C003053,2025-02-23,2026-02-13,99.8,Monthly,Monthly,churned
SUB003054,C003054,2023-07-12,2026-02-01,31.8,Monthly,Monthly,churned
SUB003055,C003055,2025-04-19,2026-02-16,204.79,Monthly,Monthly,churned
SUB003056,C003056,2024-01-03,,547.47,Monthly,Monthly,active
SUB003057,C003057,2025-05-18,2025-12-22,263.76,Monthly,Quarterly,churned
SUB003058,C003058,2022-08-18,,231.9,Monthly,Monthly,active
SUB003059,C003059,2023-08-23,2026-02-18,212.01,Monthly,Monthly,churned
SUB003060,C003060,2023-02-20,2025-07-28,237.67,Monthly,Monthly,churned
SUB003061,C003061,2023-01-15,2025-12-30,232.68,Monthly,Monthly,churned
SUB003062,C003062,2023-04-14,,387.77,Monthly,Monthly,active
SUB003063,C003063,2023-08-11,,196.89,Annual,Annual,active
SUB003064,C003064,2022-07-26,,913.8,Monthly,Monthly,active
SUB003065,C003065,2024-12-11,,142.31,Monthly,Monthly,active
SUB003066,C003066,2024-04-30,2026-02-15,105.42,Monthly,Monthly,churned
SUB003067,C003067,2025-06-27,2026-02-11,118.12,Monthly,Monthly,churned
