customer_id,signup_date,segment,region,acquisition_channel,plan_type
C002620,2025-12-08,SMB,Europe,Affiliate,Basic
C002621,2025-07-11,SMB,North America,Organic,Growth
C002622,2023-08-20,Startup,North America,Paid Search,Pro
C002623,2022-06-07,SMB,North America,Organic,Pro
C002624,2025-11-05,SMB,North America,Outbound,Growth
C002625,2025-11-01,Mid-Market,Europe,Organic,Growth
C002626,2024-05-30,SMB,North America,Organic,Growth
C002627,2026-01-27,Mid-Market,Europe,Outbound,Enterprise
C002628,2022-01-08,SMB,LATAM,Referral,Growth
C002629,2024-07-26,Enterprise,APAC,Paid Search,Growth
C002630,2022-02-28,Startup,APAC,Referral,Growth
C002631,2025-11-23,SMB,North America,Paid Search,Basic
C002632,2024-10-31,SMB,North America,Organic,Growth
C002633,2025-10-20,SMB,North America,Paid Search,Basic
C002634,2024-05-05,SMB,LATAM,Paid Search,Basic
C002635,2022-05-07,Enterprise,North America,Partner,Enterprise
C002636,2022-02-10,Enterprise,North America,Referral,Enterprise
C002637,2023-05-26,SMB,North America,Organic,Growth
C002638,2025-02-04,Startup,North America,Affiliate,Growth
C002639,2022-08-18,Mid-Market,LATAM,Organic,Pro
C002640,2025-07-19,Mid-Market,Europe,Referral,Growth
C002641,2022-12-31,SMB,Europe,Referral,Enterprise
C002642,2024-01-25,Mid-Market,APAC,Partner,Growth
C002643,2022-11-05,SMB,North America,Paid Search,Basic
C002644,2023-12-09,Mid-Market,North America,Partner,Pro
C002645,2023-11-19,SMB,North America,Outbound,Growth
C002646,2022-01-09,SMB,Europe,Paid Search,Pro
C002647,2024-05-13,SMB,Europe,Affiliate,Basic
C002648,2025-04-10,Mid-Market,North America,Affiliate,Basic
C002649,2025-11-24,Startup,APAC,Organic,Basic
C002650,2023-05-18,Mid-Market,North America,Outbound,Pro
C002651,2025-08-31,Mid-Market,North America,Outbound,Pro
C002652,2025-08-28,Mid-Market,Europe,Paid Search,Growth
C002653,2026-02-11,Startup,APAC,Organic,Basic
C002654,2023-07-22,SMB,Europe,Organic,Growth
C002655,2025-07-17,SMB,APAC,Paid Search,Basic
C002656,2024-05-08,Mid-Market,North America,Partner,Pro
C002657,2022-03-30,Enterprise,Europe,Paid Search,Enterprise
C002658,2023-02-15,SMB,LATAM,Partner,Basic
C002659,2024-10-18,Enterprise,Europe,Partner,Pro
C002660,2022-09-02,SMB,North America,Organic,Growth
C002661,2023-10-23,SMB,APAC,Organic,Basic
C002662,2025-03-23,Startup,North America,Organic,Basic
C002663,2022-08-16,Mid-Market,Europe,Outbound,Pro
C002664,2024-01-25,Startup,APAC,Paid Search,Basic
C002665,2022-11-23,SMB,APAC,Outbound,Basic
C002666,2024-03-26,Mid-Market,APAC,Affiliate,Growth
C002667,2023-01-01,SMB,APAC,Affiliate,Pro
C002668,2026-01-07,Startup,North America,Paid Search,Basic
C002669,2022-04-27,Startup,APAC,Affiliate,Growth
C002670,2026-01-04,SMB,Europe,Outbound,Growth
C002671,2025-04-18,SMB,Europe,Affiliate,Growth
C002672,2025-07-24,SMB,Europe,Organic,Pro
C002673,2025-07-18,Mid-Market,LATAM,Paid Search,Growth
C002674,2022-10-13,SMB,Europe,Organic,Basic
C002675,2025-11-16,Mid-Market,LATAM,Organic,Basic
C002676,2024-06-22,SMB,North America,Paid Search,Growth
C002677,2026-01-02,SMB,North America,Affiliate,Growth
C002678,2025-08-27,Startup,Europe,Organic,Growth
C002679,2024-05-31,SMB,North America,Organic,Growth
C002680,2023-07-24,Startup,Europe,Affiliate,Basic
C002681,2022-06-28,SMB,North America,Organic,Basic
C002682,2022-06-03,Enterprise,Europe,Organic,Pro
C002683,2023-08-16,Mid-Market,North America,Affiliate,Pro
C002684,2025-05-17,SMB,North America,Affiliate,Basic
C002685,2024-02-08,Mid-Market,Europe,Partner,Enterprise
C002686,2024-01-03,Mid-Market,North America,Partner,Basic
C002687,2023-01-07,Mid-Market,North America,Referral,Pro
C002688,2024-05-07,SMB,North America,Referral,Basic
C002689,2024-08-27,SMB,North America,Affiliate,Pro
C002690,2026-02-01,SMB,Europe,Affiliate,Basic
C002691,2025-01-13,Startup,North America,Partner,Growth
C002692,2024-07-11,SMB,North America,Referral,Pro
C002693,2025-10-15,Enterprise,Europe,Referral,Enterprise
C002694,2023-10-08,Enterprise,Europe,Organic,Pro
C002695,2025-11-22,Startup,Europe,Referral,Growth
C002696,2023-07-17,SMB,North America,Organic,Growth
C002697,2022-07-14,SMB,APAC,Affiliate,Basic
C002698,2023-09-27,SMB,Europe,Referral,Growth
C002699,2022-07-15,Mid-Market,North America,Paid Search,Pro
C002700,2022-06-29,Startup,APAC,Paid Search,Basic
C002701,2025-09-01,Enterprise,Europe,Outbound,Enterprise
C002702,2025-04-23,Enterprise,Europe,Outbound,Enterprise
C002703,2022-12-03,Mid-Market,APAC,Partner,Growth
C002704,2025-06-27,Mid-Market,North America,Organic,Growth
C002705,2022-04-15,SMB,LATAM,Affiliate,Growth
C002706,2023-03-09,SMB,Europe,Organic,Growth
C002707,2024-12-09,Startup,North America,Referral,Basic
C002708,2023-04-07,Mid-Market,North America,Organic,Growth
C002709,2025-01-15,Startup,North America,Affiliate,Pro
C002710,2025-08-21,Mid-Market,APAC,Organic,Growth
C002711,2022-04-11,SMB,North America,Paid Search,Basic
C002712,2022-02-06,SMB,North America,Partner,Basic
C002713,2025-11-29,SMB,Europe,Paid Search,Basic
C002714,2024-03-02,Enterprise,LATAM,Referral,Enterprise
C002715,2024-02-09,SMB,North America,Outbound,Growth
C002716,2023-12-06,Startup,LATAM,Affiliate,Growth
C002717,2023-10-22,SMB,Europe,Paid Search,Pro
C002718,2024-11-14,Mid-Market,LATAM,Referral,Growth
C002719,2024-05-31,Enterprise,North America,Outbound,Enterprise
C002720,2022-09-06,SMB,North America,Affiliate,Pro
C002721,2024-08-10,Enterprise,Europe,Partner,Enterprise
C002722,2024-10-12,SMB,North America,Partner,Growth
C002723,2022-06-22,Mid-Market,Europe,Organic,Growth
C002724,2023-07-27,Startup,North America,Organic,Growth
C002725,2025-04-16,SMB,LATAM,Organic,Basic
C002726,2024-07-29,Mid-Market,APAC,Organic,Pro
C002727,2022-07-27,SMB,LATAM,Organic,Growth
C002728,2022-03-02,SMB,APAC,Outbound,Growth
C002729,2024-06-02,Mid-Market,APAC,Outbound,Enterprise
C002730,2023-12-03,Enterprise,Europe,Outbound,Enterprise
C002731,2025-12-31,SMB,Europe,Paid Search,Basic
C002732,2024-03-04,Mid-Market,APAC,Paid Search,Pro
C002733,2025-11-16,Mid-Market,APAC,Organic,Enterprise
C002734,2022-11-22,SMB,APAC,Paid Search,Growth
C002735,2023-11-11,Enterprise,LATAM,Referral,Enterprise
C002736,2022-08-01,SMB,North America,Paid Search,Pro
C002737,2024-05-22,Mid-Market,APAC,Outbound,Pro
C002738,2022-10-14,Startup,APAC,Affiliate,Basic
C002739,2024-01-19,SMB,Europe,Referral,Growth
C002740,2023-06-08,SMB,LATAM,Affiliate,Pro
C002741,2022-10-10,SMB,Europe,Organic,Pro
C002742,2022-05-28,Enterprise,APAC,Organic,Growth
C002743,2024-02-18,Enterprise,North America,Organic,Pro
C002744,2025-12-10,Startup,APAC,Organic,Basic
C002745,2022-10-30,SMB,North America,Paid Search,Pro
C002746,2023-09-08,SMB,North America,Partner,Pro
C002747,2022-12-08,SMB,North America,Organic,Growth
C002748,2025-05-14,SMB,Europe,Outbound,Basic
C002749,2023-09-23,Enterprise,North America,Partner,Pro
C002750,2026-01-21,Mid-Market,APAC,Partner,Pro
C002751,2023-01-08,Startup,Europe,Paid Search,Basic
C002752,2022-05-03,SMB,APAC,Paid Search,Basic
C002753,2024-06-04,Mid-Market,North America,Partner,Growth
C002754,2024-09-17,SMB,North America,Paid Search,Pro
C002755,2026-02-14,Startup,LATAM,Affiliate,Basic
C002756,2025-08-17,SMB,LATAM,Referral,Basic
C002757,2025-09-05,SMB,Europe,Paid Search,Basic
C002758,2024-08-22,SMB,LATAM,Organic,Pro
C002759,2023-07-01,Mid-Market,LATAM,Outbound,Growth
C002760,2023-10-15,SMB,Europe,Referral,Growth
C002761,2022-07-23,Mid-Market,APAC,Referral,Growth
C002762,2023-10-18,SMB,LATAM,Outbound,Basic
C002763,2023-07-08,Enterprise,Europe,Paid Search,Enterprise
C002764,2022-02-24,Startup,North America,Organic,Growth
C002765,2022-11-07,Startup,North America,Referral,Basic
C002766,2024-03-23,SMB,North America,Partner,Pro
C002767,2023-07-16,SMB,LATAM,Outbound,Growth
C002768,2026-02-19,SMB,LATAM,Paid Search,Pro
C002769,2023-12-29,Mid-Market,North America,Organic,Basic
C002770,2025-12-28,SMB,Europe,Paid Search,Basic
C002771,2024-10-01,Startup,North America,Paid Search,Growth
C002772,2022-03-03,SMB,North America,Organic,Pro
C002773,2022-11-06,Mid-Market,APAC,Outbound,Pro
C002774,2024-12-08,Enterprise,Europe,Organic,Enterprise
C002775,2024-04-08,Mid-Market,North America,Outbound,Pro
C002776,2023-04-04,Mid-Market,Europe,Outbound,Pro
C002777,2024-03-04,Mid-Market,North America,Organic,Growth
C002778,2025-10-04,Mid-Market,LATAM,Affiliate,Growth
C002779,2023-08-14,SMB,APAC,Affiliate,Growth
C002780,2022-03-10,Mid-Market,Europe,Paid Search,Pro
C002781,2023-04-18,Mid-Market,Europe,Paid Search,Pro
C002782,2025-11-23,SMB,North America,Organic,Growth
C002783,2025-03-03,Mid-Market,Europe,Organic,Growth
C002784,2025-06-26,SMB,North America,Affiliate,Basic
C002785,2025-10-17,SMB,North America,Organic,Pro
C002786,2022-06-28,Startup,APAC,Referral,Basic
C002787,2023-03-06,Mid-Market,Europe,Partner,Pro
C002788,2022-04-01,Enterprise,Europe,Organic,Growth
C002789,2022-01-08,Startup,North America,Affiliate,Basic
C002790,2025-06-22,SMB,LATAM,Affiliate,Pro
C002791,2025-11-25,Startup,North America,Affiliate,Basic
C002792,2022-08-25,Startup,Europe,Organic,Growth
C002793,2025-01-02,Enterprise,LATAM,Partner,Growth
C002794,2024-03-24,SMB,Europe,Affiliate,Growth
C002795,2022-04-16,SMB,APAC,Partner,Growth
C002796,2025-10-23,SMB,North America,Paid Search,Pro
C002797,2025-08-17,Enterprise,LATAM,Paid Search,Growth
C002798,2024-05-12,SMB,APAC,Partner,Basic
C002799,2024-12-11,Mid-Market,Europe,Referral,Pro
C002800,2023-08-27,SMB,Europe,Paid Search,Enterprise
C002801,2025-04-20,Startup,Europe,Organic,Growth
C002802,2023-11-08,Mid-Market,LATAM,Outbound,Pro
C002803,2026-02-12,Startup,APAC,Paid Search,Basic
C002804,2022-04-06,Mid-Market,LATAM,Organic,Pro
C002805,2022-09-19,SMB,APAC,Paid Search,Pro
C002806,2026-01-12,Mid-Market,Europe,Partner,Pro
C002807,2023-03-15,Mid-Market,Europe,Organic,Pro
C002808,2023-04-18,Mid-Market,North America,Outbound,Pro
C002809,2025-04-17,Startup,LATAM,Affiliate,Pro
C002810,2022-10-15,Mid-Market,APAC,Paid Search,Basic
C002811,2024-02-20,Enterprise,Europe,Outbound,Pro
C002812,2023-03-11,SMB,North America,Paid Search,Enterprise
C002813,2022-10-28,SMB,Europe,Paid Search,Growth
C002814,2026-01-05,Mid-Market,LATAM,Organic,Growth
C002815,2022-10-31,SMB,APAC,Organic,Growth
C002816,2022-05-24,Mid-Market,North America,Partner,Pro
C002817,2024-10-21,Mid-Market,North America,Partner,Pro
C002818,2025-08-11,Startup,Europe,Affiliate,Growth
C002819,2022-07-13,Mid-Market,North America,Partner,Basic
C002820,2024-12-11,Mid-Market,APAC,Paid Search,Growth
C002821,2024-04-02,SMB,Europe,Affiliate,Basic
C002822,2025-06-15,Enterprise,Europe,Outbound,Enterprise
C002823,2022-07-12,SMB,North America,Referral,Basic
C002824,2026-01-23,SMB,Europe,Outbound,Growth
C002825,2024-07-30,Enterprise,APAC,Outbound,Pro
C002826,2025-07-04,SMB,Europe,Organic,Growth
C002827,2023-07-05,Mid-Market,North America,Referral,Pro
C002828,2025-12-04,Startup,North America,Referral,Growth
C002829,2024-08-10,SMB,APAC,Paid Search,Growth
C002830,2022-07-12,Startup,APAC,Paid Search,Basic
C002831,2025-11-03,Mid-Market,North America,Partner,Growth
C002832,2025-04-24,Mid-Market,Europe,Affiliate,Pro
C002833,2023-04-02,Enterprise,North America,Partner,Pro
C002834,2024-04-09,Enterprise,Europe,Partner,Enterprise
C002835,2023-08-13,Mid-Market,North America,Outbound,Growth
C002836,2024-04-06,Mid-Market,LATAM,Outbound,Pro
C002837,2026-01-07,SMB,APAC,Affiliate,Basic
C002838,2025-09-28,Enterprise,North America,Referral,Enterprise
C002839,2022-11-24,Mid-Market,Europe,Organic,Growth
C002840,2026-01-17,Enterprise,North America,Organic,Pro
C002841,2023-10-28,SMB,North America,Partner,Basic
C002842,2024-12-07,SMB,North America,Referral,Growth
C002843,2025-03-07,Mid-Market,North America,Outbound,Growth
C002844,2024-01-05,SMB,APAC,Paid Search,Pro
C002845,2023-11-26,SMB,North America,Partner,Growth
C002846,2023-11-25,Enterprise,LATAM,Referral,Enterprise
C002847,2025-08-04,SMB,North America,Partner,Growth
C002848,2023-08-11,SMB,Europe,Paid Search,Growth
C002849,2023-03-02,SMB,Europe,Affiliate,Pro
C002850,2023-07-04,SMB,APAC,Organic,Basic
C002851,2022-10-24,Mid-Market,North America,Outbound,Pro
C002852,2023-08-19,Enterprise,North America,Organic,Pro
C002853,2022-06-23,Enterprise,LATAM,Referral,Enterprise
C002854,2022-05-17,Mid-Market,LATAM,Outbound,Basic
C002855,2025-01-05,Mid-Market,Europe,Organic,Growth
C002856,2022-04-28,SMB,North America,Organic,Growth
C002857,2024-05-13,Enterprise,North America,Paid Search,Pro
C002858,2025-03-31,SMB,LATAM,Partner,Basic
C002859,2025-01-06,Startup,Europe,Organic,Basic
C002860,2023-11-10,Enterprise,Europe,Organic,Enterprise
C002861,2022-10-22,Enterprise,North America,Organic,Pro
C002862,2025-11-15,SMB,North America,Paid Search,Growth
C002863,2025-06-23,Mid-Market,APAC,Organic,Enterprise
C002864,2024-07-19,SMB,LATAM,Affiliate,Pro
C002865,2022-05-12,SMB,North America,Outbound,Basic
C002866,2022-02-23,SMB,APAC,Organic,Growth
C002867,2023-04-25,Startup,Europe,Partner,Basic
C002868,2022-08-28,SMB,North America,Organic,Pro
C002869,2025-07-31,SMB,Europe,Referral,Growth
C002870,2022-11-09,SMB,LATAM,Referral,Growth
C002871,2023-03-06,SMB,North America,Affiliate,Basic
C002872,2026-01-23,Enterprise,Europe,Partner,Pro
C002873,2025-05-28,Mid-Market,LATAM,Partner,Growth
C002874,2022-11-29,Enterprise,North America,Paid Search,Enterprise
C002875,2023-08-06,Startup,APAC,Affiliate,Basic
C002876,2024-02-23,Mid-Market,North America,Referral,Pro
C002877,2024-10-06,Enterprise,Europe,Organic,Enterprise
C002878,2025-11-23,SMB,Europe,Outbound,Basic
C002879,2025-08-17,SMB,Europe,Referral,Basic
C002880,2026-01-25,SMB,Europe,Paid Search,Growth
C002881,2022-03-03,SMB,Europe,Paid Search,Pro
C002882,2022-12-26,SMB,APAC,Paid Search,Basic
C002883,2024-05-05,SMB,LATAM,Referral,Pro
C002884,2022-03-16,SMB,LATAM,Organic,Growth
C002885,2023-06-25,Mid-Market,North America,Partner,Pro
C002886,2022-08-22,Startup,Europe,Paid Search,Growth
C002887,2025-11-19,SMB,Europe,Affiliate,Basic
C002888,2022-04-07,Mid-Market,North America,Paid Search,Growth
C002889,2022-08-14,SMB,LATAM,Outbound,Growth
C002890,2022-10-24,SMB,North America,Outbound,Growth
C002891,2022-08-14,SMB,North America,Affiliate,Growth
C002892,2024-05-14,Startup,North America,Organic,Pro
C002893,2023-07-08,SMB,North America,Partner,Basic
C002894,2025-10-18,Startup,North America,Paid Search,Basic
C002895,2023-02-01,SMB,Europe,Paid Search,Growth
C002896,2024-03-27,Enterprise,Europe,Organic,Growth
C002897,2024-09-30,Enterprise,North America,Paid Search,Enterprise
C002898,2024-08-09,SMB,North America,Partner,Pro
C002899,2025-04-25,SMB,LATAM,Referral,Basic
C002900,2022-11-03,SMB,North America,Affiliate,Pro
C002901,2024-02-11,Enterprise,Europe,Partner,Growth
C002902,2025-05-01,Mid-Market,Europe,Partner,Enterprise
C002903,2025-08-04,Startup,Europe,Paid Search,Growth
C002904,2024-07-28,Startup,APAC,Paid Search,Basic
C002905,2024-09-17,SMB,Europe,Organic,Growth
C002906,2025-08-06,Enterprise,APAC,Paid Search,Enterprise
C002907,2024-08-07,Enterprise,APAC,Partner,Pro
C002908,2025-12-13,Startup,North America,Paid Search,Basic
C002909,2022-07-13,Mid-Market,North America,Organic,Pro
C002910,2023-06-13,Startup,North America,Outbound,Basic
C002911,2022-06-20,Mid-Market,Europe,Outbound,Basic
C002912,2022-05-18,Enterprise,Europe,Partner,Pro
C002913,2023-12-19,SMB,North America,Referral,Growth
C002914,2022-12-10,Startup,North America,Paid Search,Basic
C002915,2023-09-11,Mid-Market,North America,Affiliate,Growth
C002916,2023-10-28,SMB,Europe,Paid Search,Basic
C002917,2024-08-01,Mid-Market,Europe,Paid Search,Growth
C002918,2025-12-08,SMB,APAC,Outbound,Growth
C002919,2025-07-15,Enterprise,North America,Partner,Growth
C002920,2023-07-30,SMB,Europe,Paid Search,Growth
C002921,2023-05-10,Startup,APAC,Paid Search,Basic
C002922,2025-03-17,SMB,Europe,Paid Search,Growth
C002923,2022-07-07,Startup,Europe,Paid Search,Basic
C002924,2024-04-01,SMB,Europe,Affiliate,Pro
C002925,2023-10-05,Mid-Market,North America,Organic,Basic
C002926,2022-10-05,Startup,APAC,Referral,Pro
C002927,2024-07-26,Startup,Europe,Partner,Basic
C002928,2023-05-03,Startup,Europe,Outbound,Basic
C002929,2022-10-10,Startup,Europe,Paid Search,Growth
C002930,2024-09-19,Enterprise,Europe,Partner,Pro
C002931,2022-09-22,Enterprise,North America,Partner,Pro
C002932,2024-10-19,Startup,LATAM,Paid Search,Growth
C002933,2022-09-04,Mid-Market,Europe,Outbound,Pro
C002934,2023-10-23,Mid-Market,North America,Outbound,Pro
C002935,2025-05-13,Enterprise,Europe,Outbound,Enterprise
C002936,2022-12-14,SMB,APAC,Affiliate,Growth
C002937,2025-03-12,SMB,North America,Organic,Basic
C002938,2025-01-02,SMB,Europe,Referral,Pro
C002939,2025-10-04,Enterprise,Europe,Paid Search,Pro
C002940,2022-09-14,Mid-Market,LATAM,Paid Search,Growth
C002941,2024-12-22,SMB,Europe,Organic,Basic
C002942,2025-11-24,SMB,LATAM,Affiliate,Basic
C002943,2025-03-05,Mid-Market,North America,Organic,Growth
C002944,2022-10-13,Enterprise,APAC,Referral,Pro
C002945,2025-06-03,SMB,APAC,Referral,Growth
C002946,2022-06-13,Mid-Market,Europe,Outbound,Pro
C002947,2024-06-14,SMB,Europe,Affiliate,Pro
C002948,2024-01-27,SMB,North America,Paid Search,Basic
C002949,2024-03-18,SMB,Europe,Affiliate,Basic
C002950,2024-02-29,Mid-Market,North America,Outbound,Pro
C002951,2022-02-17,Enterprise,North America,Partner,Growth
C002952,2024-02-12,SMB,APAC,Affiliate,Growth
C002953,2025-11-24,SMB,North America,Organic,Growth
C002954,2023-10-26,SMB,Europe,Paid Search,Pro
C002955,2023-02-25,Startup,North America,Organic,Basic
C002956,2026-02-21,SMB,North America,Partner,Growth
C002957,2022-05-31,Startup,Europe,Paid Search,Growth
C002958,2024-01-10,SMB,North America,Organic,Pro
C002959,2024-02-19,SMB,Europe,Paid Search,Basic
C002960,2023-12-28,SMB,APAC,Paid Search,Growth
C002961,2025-11-02,Mid-Market,Europe,Paid Search,Pro
C002962,2023-10-04,SMB,APAC,Organic,Basic
C002963,2026-01-19,Mid-Market,Europe,Organic,Pro
C002964,2022-04-12,Enterprise,Europe,Partner,Enterprise
C002965,2025-01-20,Mid-Market,North America,Outbound,Growth
C002966,2024-06-20,SMB,North America,Outbound,Growth
C002967,2023-01-01,SMB,LATAM,Referral,Growth
C002968,2022-12-13,Mid-Market,Europe,Affiliate,Pro
C002969,2024-12-29,SMB,Europe,Paid Search,Basic
C002970,2024-08-27,Startup,LATAM,Outbound,Basic
C002971,2024-07-17,SMB,North America,Organic,Basic
C002972,2022-03-19,SMB,LATAM,Paid Search,Growth
C002973,2024-06-27,SMB,North America,Paid Search,Growth
C002974,2026-01-31,Mid-Market,APAC,Referral,Growth
C002975,2022-01-27,Startup,North America,Organic,Growth
C002976,2023-12-14,SMB,North America,Organic,Basic
C002977,2024-01-22,Mid-Market,Europe,Partner,Growth
C002978,2025-09-25,SMB,North America,Paid Search,Growth
C002979,2023-03-06,Mid-Market,APAC,Paid Search,Basic
C002980,2023-12-24,SMB,Europe,Organic,Pro
C002981,2024-12-26,SMB,North America,Outbound,Growth
C002982,2022-04-02,Enterprise,North America,Partner,Enterprise
C002983,2025-05-02,SMB,APAC,Outbound,Basic
C002984,2025-06-03,SMB,Europe,Organic,Growth
C002985,2024-12-29,Enterprise,APAC,Outbound,Growth
C002986,2024-09-12,Mid-Market,North America,Outbound,Enterprise
C002987,2025-02-10,Mid-Market,APAC,Outbound,Pro
C002988,2025-04-03,Startup,Europe,Affiliate,Growth
C002989,2025-10-05,Startup,Europe,Paid Search,Growth
C002990,2023-10-13,Mid-Market,North America,Affiliate,Growth
C002991,2023-11-25,SMB,North America,Paid Search,Growth
C002992,2024-08-27,SMB,APAC,Partner,Pro
C002993,2022-10-21,Mid-Market,APAC,Outbound,Basic
C002994,2025-07-25,SMB,North America,Referral,Pro
C002995,2025-03-17,Startup,APAC,Paid Search,Pro
C002996,2024-08-17,Startup,North America,Outbound,Pro
C002997,2023-04-04,SMB,North America,Referral,Pro
C002998,2023-06-13,Mid-Market,North America,Organic,Growth
C002999,2023-10-24,Enterprise,Europe,Partner,Pro
C003000,2024-10-04,Startup,North America,Affiliate,Basic
C003001,2025-03-28,SMB,Europe,Outbound,Growth
C003002,2024-10-18,SMB,North America,Organic,Basic
C003003,2025-11-14,SMB,LATAM,Paid Search,Pro
C003004,2025-12-31,SMB,LATAM,Paid Search,Basic
C003005,2024-12-07,Enterprise,Europe,Paid Search,Growth
C003006,2023-07-18,SMB,North America,Paid Search,Basic
C003007,2024-06-29,SMB,LATAM,Outbound,Growth
C003008,2023-10-09,Enterprise,North America,Partner,Pro
C003009,2024-08-14,Startup,LATAM,Partner,Basic
C003010,2025-05-19,Enterprise,Europe,Paid Search,Growth
C003011,2023-07-16,SMB,North America,Partner,Basic
C003012,2024-02-08,SMB,North America,Paid Search,Pro
C003013,2022-03-11,Enterprise,LATAM,Organic,Pro
C003014,2025-01-24,SMB,APAC,Organic,Basic
C003015,2024-01-15,SMB,Europe,Outbound,Basic
C003016,2023-11-30,SMB,APAC,Organic,Basic
C003017,2024-03-20,Mid-Market,APAC,Paid Search,Growth
C003018,2022-11-24,Mid-Market,North America,Affiliate,Basic
C003019,2024-06-27,SMB,LATAM,Organic,Basic
C003020,2025-02-06,Mid-Market,North America,Organic,Basic
C003021,2023-06-16,Mid-Market,Europe,Partner,Growth
C003022,2022-07-19,SMB,North America,Paid Search,Growth
C003023,2023-08-11,Startup,APAC,Partner,Basic
C003024,2022-10-29,SMB,LATAM,Paid Search,Growth
C003025,2023-07-23,Startup,North America,Referral,Growth
C003026,2024-08-10,Startup,North America,Organic,Pro
C003027,2022-06-22,SMB,Europe,Organic,Basic
C003028,2025-02-09,Startup,LATAM,Partner,Growth
C003029,2022-12-08,SMB,APAC,Partner,Pro
C003030,2025-09-21,Mid-Market,North America,Outbound,Enterprise
C003031,2025-01-18,SMB,Europe,Organic,Pro
C003032,2023-02-19,Enterprise,Europe,Partner,Growth
C003033,2024-05-06,Enterprise,Europe,Partner,Enterprise
C003034,2022-06-18,Mid-Market,Europe,Paid Search,Pro
C003035,2022-06-01,Enterprise,North America,Paid Search,Pro
C003036,2025-12-24,Enterprise,North America,Organic,Growth
C003037,2025-05-04,SMB,Europe,Paid Search,Pro
C003038,2022-08-23,Mid-Market,APAC,Referral,Growth
C003039,2023-03-06,Startup,North America,Affiliate,Growth
C003040,2022-10-28,Mid-Market,North America,Organic,Growth
C003041,2023-08-24,SMB,LATAM,Affiliate,Growth
C003042,2023-03-19,Startup,APAC,Paid Search,Basic
C003043,2023-05-14,SMB,Europe,Paid Search,Growth
C003044,2024-03-15,Enterprise,North America,Organic,Pro
C003045,2022-10-15,SMB,Europe,Paid Search,Pro
C003046,2025-09-03,SMB,Europe,Affiliate,Basic
C003047,2025-01-11,SMB,Europe,Paid Search,Basic
C003048,2025-03-02,SMB,North America,Partner,Basic
C003049,2022-09-15,Enterprise,North America,Organic,Growth
C003050,2024-12-12,Mid-Market,North America,Referral,Enterprise
C003051,2025-06-25,SMB,LATAM,Affiliate,Basic
C003052,2022-09-24,SMB,Europe,Partner,Basic
C003053,2025-02-15,Startup,North America,Affiliate,Growth
C003054,2023-06-28,SMB,Europe,Affiliate,Basic
C003055,2025-04-12,Mid-Market,LATAM,Paid Search,Growth
C003056,2023-12-29,Mid-Market,North America,Paid Search,Pro
C003057,2025-05-04,SMB,Europe,Paid Search,Growth
C003058,2022-08-13,Mid-Market,Europe,Partner,Pro
C003059,2023-08-15,SMB,North America,Organic,Growth
C003060,2023-02-20,Mid-Market,APAC,Outbound,Growth
C003061,2023-01-13,SMB,APAC,Outbound,Growth
C003062,2023-04-14,Mid-Market,North America,Partner,Pro
C003063,2023-08-05,SMB,North America,Outbound,Growth
C003064,2022-07-13,Enterprise,North America,Outbound,Enterprise
C003065,2024-12-10,SMB,North America,Paid Search,Growth
C003066,2024-04-16,Startup,Europe,Affiliate,Growth
C003067,2025-06-14,SMB,APAC,Paid Search,Growth
C003068,2024-12-07,SMB,APAC,Referral,Basic
C003069,2022-08-15,SMB,North America,Organic,Growth
C003070,2022-04-17,Mid-Market,Europe,Partner,Basic
C003071,2023-10-05,Mid-Market,North America,Outbound,Pro
C003072,2024-01-02,SMB,Europe,Referral,Growth
C003073,2023-01-01,Mid-Market,North America,Outbound,Growth
C003074,2025-04-03,Mid-Market,APAC,Paid Search,Basic
C003075,2024-06-03,SMB,APAC,Paid Search,Pro
C003076,2025-02-10,SMB,North America,Referral,Basic
C003077,2022-06-15,SMB,Europe,Paid Search,Basic
C003078,2025-05-23,SMB,Europe,Organic,Basic
C003079,2022-11-10,Mid-Market,LATAM,Organic,Pro
C003080,2023-11-13,Enterprise,Europe,Organic,Pro
C003081,2023-10-30,Mid-Market,North America,Organic,Pro
C003082,2025-06-01,SMB,Europe,Organic,Growth
C003083,2023-02-25,Mid-Market,North America,Paid Search,Basic
C003084,2023-01-01,Mid-Market,Europe,Partner,Pro
C003085,2023-06-01,SMB,North America,Referral,Basic
C003086,2023-07-03,Mid-Market,Europe,Outbound,Basic
C003087,2022-10-04,Startup,LATAM,Paid Search,Growth
C003088,2022-09-26,Startup,North America,Outbound,Basic
C003089,2022-12-18,Startup,Europe,Paid Search,Pro
C003090,2023-12-12,Startup,LATAM,Organic,Growth
C003091,2023-06-06,Enterprise,North America,Outbound,Pro
C003092,2023-08-19,SMB,Europe,Outbound,Enterprise
C003093,2024-12-28,SMB,Europe,Paid Search,Growth
C003094,2023-01-02,SMB,North America,Paid Search,Basic
C003095,2025-10-15,SMB,LATAM,Paid Search,Growth
C003096,2025-02-16,SMB,Europe,Paid Search,Pro
C003097,2022-09-23,Startup,Europe,Affiliate,Basic
C003098,2023-04-23,Mid-Market,North America,Partner,Growth
C003099,2022-10-06,Startup,North America,Organic,Basic
C003100,2023-02-19,Mid-Market,North America,Organic,Growth
C003101,2023-07-10,SMB,APAC,Organic,Basic
C003102,2022-07-18,Mid-Market,APAC,Referral,Pro
C003103,2022-01-22,Mid-Market,LATAM,Partner,Enterprise
